source_catg,target_catg,delta_times
21921,21640,1.0
21640,21730,1.0
21632,21921,1.0
21921,21944,1.0
21842,21748,4.0
21771,21921,1.0
21921,21720,2.0
21678,21614,1.0
21614,21632,1.0
21632,21871,1.0
21871,21640,1.0
21640,21609,1.0
21710,21654,1.0
21654,21727,2.0
21632,21730,1.0
21730,21632,1.0
21783,21787,3.0
21763,21632,1.0
21632,21609,1.0
21815,21632,1.0
21632,21783,1.0
21632,21905,3.0
21710,21632,1.0
21836,21716,16.0
21716,21806,1.0
21769,21720,1.0
21859,21884,1.0
21859,21688,2.0
21836,21888,3.0
21934,21871,1.0
21840,21811,1.0
21674,21617,1.0
21617,21642,2.0
21696,21767,1.0
21767,21696,1.0
21696,21737,1.0
21697,21885,1.0
21836,21899,1.0
21662,21647,1.0
21869,21688,1.0
21896,21765,1.0
21765,21615,2.0
21783,21811,1.0
21720,21842,1.0
21925,21720,1.0
21890,21765,1.0
21814,21835,1.0
21779,21802,1.0
21737,21879,1.0
21645,21603,2.0
21603,21779,2.0
21779,21603,2.0
21635,21840,6.0
21925,21848,1.0
21609,21604,1.0
21604,21688,2.0
21881,21770,1.0
21772,21696,2.0
21891,21739,2.0
21739,21710,1.0
21739,21601,1.0
21840,21807,1.0
21630,21896,1.0
21637,21922,1.0
21783,21840,2.0
21783,21862,4.0
21933,21713,2.0
21769,21733,1.0
21836,21756,1.0
21678,21875,3.0
21679,21862,2.0
21764,21892,1.0
21601,21679,1.0
21731,21662,1.0
21611,21741,1.0
21697,21891,1.0
21697,21667,1.0
21649,21603,1.0
21733,21720,1.0
21932,21779,1.0
21671,21932,2.0
21710,21892,1.0
21892,21748,1.0
21868,21932,1.0
21630,21871,1.0
21820,21635,1.0
21667,21710,1.0
21749,21886,3.0
21645,21811,2.0
21678,21741,1.0
21741,21811,1.0
21886,21749,1.0
21749,21842,1.0
21820,21749,1.0
21621,21880,1.0
21880,21635,1.0
21934,21730,4.0
21730,21731,1.0
21731,21752,1.0
21752,21892,3.0
21892,21620,1.0
21896,21676,2.0
21604,21871,1.0
21931,21769,1.0
21931,21886,4.0
21931,21675,1.0
21688,21638,1.0
21939,21647,1.0
21939,21898,1.0
21647,21848,1.0
21933,21647,1.0
21933,21848,1.0
21667,21939,2.0
21939,21667,3.0
21731,21892,2.0
21688,21923,1.0
21862,21826,1.0
21740,21753,1.0
21696,21911,1.0
21911,21753,1.0
21609,21644,2.0
21769,21805,1.0
21609,21857,1.0
21711,21892,1.0
21621,21895,1.0
21879,21825,1.0
21786,21944,1.0
21787,21633,1.0
21932,21823,1.0
21840,21928,1.0
21753,21696,5.0
21871,21851,1.0
21815,21686,1.0
21815,21765,1.0
21769,21899,1.0
21798,21898,1.0
21769,21934,1.0
21674,21933,1.0
21848,21763,1.0
21771,21697,1.0
21641,21783,1.0
21667,21645,1.0
21758,21638,3.0
21888,21666,1.0
21932,21632,1.0
21654,21699,1.0
21699,21932,1.0
21654,21932,1.0
21715,21699,1.0
21824,21787,1.0
21888,21699,1.0
21699,21763,1.0
21733,21654,1.0
21906,21932,1.0
21906,21710,1.0
21718,21699,1.0
21699,21824,1.0
21928,21787,1.0
21659,21832,1.0
21621,21611,1.0
21611,21886,1.0
21933,21686,2.0
21686,21731,1.0
21731,21773,1.0
21909,21933,2.0
21817,21645,1.0
21934,21763,1.0
21836,21645,1.0
21738,21753,1.0
21732,21933,1.0
21887,21933,1.0
21738,21857,1.0
21933,21850,2.0
21850,21933,1.0
21815,21857,1.0
21738,21887,1.0
21713,21933,1.0
21738,21635,1.0
21738,21862,1.0
21738,21815,3.0
21871,21686,1.0
21936,21896,2.0
21936,21753,2.0
21676,21688,1.0
21748,21769,1.0
21695,21656,1.0
21906,21799,2.0
21799,21906,2.0
21906,21826,1.0
21842,21906,2.0
21906,21711,1.0
21826,21862,1.0
21906,21933,1.0
21886,21799,1.0
21862,21711,2.0
21842,21711,1.0
21906,21842,1.0
21799,21862,1.0
21862,21906,1.0
21826,21720,1.0
21769,21862,1.0
21609,21799,1.0
21784,21909,1.0
21740,21898,2.0
21717,21748,1.0
21659,21727,1.0
21754,21609,1.0
21753,21728,2.0
21933,21750,1.0
21639,21926,1.0
21926,21732,1.0
21842,21639,1.0
21840,21753,1.0
21732,21799,1.0
21703,21739,1.0
21892,21668,1.0
21710,21840,1.0
21809,21833,1.0
21818,21933,1.0
21779,21737,1.0
21621,21842,1.0
21862,21642,2.0
21674,21932,1.0
21738,21730,1.0
21647,21886,4.0
21886,21913,1.0
21784,21905,3.0
21727,21842,1.0
21905,21787,1.0
21754,21907,1.0
21752,21886,2.0
21898,21737,1.0
21621,21662,1.0
21914,21674,1.0
21871,21842,1.0
21871,21823,1.0
21820,21840,1.0
21906,21737,2.0
21933,21640,4.0
21905,21933,3.0
21905,21936,1.0
21879,21899,2.0
21826,21928,1.0
21931,21778,1.0
21931,21713,1.0
21895,21918,2.0
21898,21895,2.0
21711,21783,1.0
21635,21876,3.0
21640,21898,1.0
21702,21779,2.0
21771,21702,1.0
21824,21879,1.0
21879,21654,1.0
21727,21824,1.0
21824,21734,1.0
21824,21762,2.0
21762,21702,1.0
21762,21825,1.0
21824,21702,1.0
21727,21888,1.0
21824,21771,1.0
21783,21824,2.0
21824,21720,2.0
21824,21733,2.0
21720,21748,1.0
21693,21733,1.0
21733,21702,1.0
21667,21824,1.0
21663,21727,1.0
21727,21607,1.0
21824,21783,1.0
21654,21702,1.0
21727,21702,1.0
21842,21850,1.0
21850,21741,1.0
21946,21898,1.0
21820,21639,1.0
21922,21763,1.0
21713,21870,1.0
21906,21891,1.0
21906,21635,1.0
21686,21621,1.0
21686,21630,1.0
21834,21914,2.0
21826,21737,1.0
21811,21725,1.0
21725,21763,1.0
21768,21703,1.0
21797,21836,1.0
21635,21905,5.0
21939,21671,2.0
21607,21939,1.0
21939,21823,1.0
21671,21730,1.0
21635,21673,16.0
21753,21869,2.0
21907,21869,1.0
21836,21771,1.0
21944,21928,1.0
21779,21633,1.0
21633,21733,1.0
21633,21720,1.0
21769,21798,1.0
21782,21772,1.0
21688,21690,1.0
21895,21753,1.0
21628,21753,1.0
21671,21840,1.0
21671,21645,1.0
21671,21678,1.0
21671,21731,1.0
21731,21686,1.0
21671,21666,1.0
21666,21754,3.0
21754,21607,1.0
21833,21933,1.0
21809,21727,1.0
21727,21758,1.0
21840,21696,2.0
21636,21635,1.0
21696,21932,1.0
21833,21848,1.0
21695,21842,3.0
21914,21695,4.0
21731,21620,1.0
21786,21885,1.0
21886,21738,1.0
21702,21918,3.0
21932,21678,5.0
21668,21842,1.0
21748,21921,1.0
21921,21918,1.0
21688,21921,1.0
21921,21748,1.0
21702,21678,2.0
21710,21836,1.0
21705,21918,2.0
21898,21620,1.0
21783,21740,1.0
21786,21770,1.0
21737,21756,1.0
21918,21754,1.0
21885,21666,1.0
21666,21710,1.0
21770,21875,1.0
21895,21647,6.0
21895,21772,3.0
21895,21638,1.0
21772,21895,1.0
21895,21645,1.0
21647,21895,1.0
21675,21678,1.0
21688,21767,1.0
21895,21806,2.0
21647,21806,7.0
21647,21753,2.0
21933,21653,4.0
21678,21667,1.0
21932,21836,1.0
21633,21914,1.0
21633,21783,1.0
21633,21607,3.0
21688,21932,2.0
21932,21931,2.0
21727,21857,1.0
21905,21885,1.0
21762,21779,1.0
21717,21911,1.0
21695,21642,1.0
21733,21638,1.0
21862,21651,1.0
21933,21698,1.0
21727,21862,1.0
21678,21731,1.0
21762,21697,1.0
21697,21836,2.0
21723,21931,1.0
21737,21898,1.0
21635,21804,1.0
21710,21857,1.0
21642,21787,1.0
21787,21836,2.0
21835,21923,1.0
21666,21738,1.0
21615,21933,1.0
21733,21836,1.0
21836,21730,1.0
21934,21639,1.0
21639,21886,1.0
21666,21769,1.0
21792,21842,3.0
21666,21778,1.0
21794,21933,1.0
21753,21835,2.0
21820,21732,1.0
21914,21862,1.0
21732,21753,2.0
21842,21756,1.0
21820,21642,1.0
21642,21840,1.0
21928,21621,1.0
21753,21917,1.0
21917,21709,1.0
21709,21609,1.0
21741,21779,1.0
21601,21753,1.0
21778,21888,1.0
21888,21642,2.0
21642,21803,1.0
21803,21898,1.0
21797,21842,1.0
21934,21797,1.0
21696,21840,1.0
21737,21748,2.0
21923,21931,1.0
21717,21753,4.0
21750,21805,1.0
21899,21891,1.0
21879,21630,1.0
21918,21733,2.0
21835,21728,1.0
21879,21705,1.0
21628,21928,1.0
21619,21879,1.0
21785,21886,1.0
21783,21820,3.0
21670,21835,1.0
21676,21646,1.0
21646,21666,1.0
21811,21862,3.0
21720,21727,1.0
21808,21840,1.0
21655,21686,1.0
21737,21674,1.0
21753,21936,1.0
21737,21840,2.0
21905,21759,1.0
21823,21691,1.0
21691,21823,1.0
21932,21734,1.0
21731,21888,1.0
21857,21787,2.0
21654,21888,1.0
21832,21753,1.0
21772,21607,2.0
21772,21688,3.0
21748,21857,1.0
21750,21688,1.0
21753,21805,1.0
21854,21666,1.0
21732,21841,1.0
21653,21635,1.0
21635,21724,1.0
21840,21871,1.0
21833,21914,2.0
21821,21638,1.0
21661,21753,1.0
21848,21820,1.0
21833,21898,1.0
21898,21778,1.0
21778,21811,1.0
21826,21609,2.0
21737,21811,1.0
21823,21811,1.0
21772,21782,1.0
21688,21782,2.0
21693,21763,1.0
21918,21639,1.0
21739,21943,1.0
21936,21923,1.0
21740,21733,3.0
21740,21639,1.0
21713,21740,1.0
21934,21764,1.0
21842,21738,1.0
21748,21891,1.0
21787,21666,2.0
21677,21765,1.0
21621,21654,1.0
21621,21678,1.0
21763,21733,2.0
21629,21630,1.0
21731,21942,1.0
21899,21886,1.0
21842,21787,2.0
21842,21769,1.0
21739,21603,1.0
21812,21934,1.0
21682,21871,1.0
21871,21869,1.0
21728,21621,1.0
21769,21621,1.0
21835,21817,1.0
21936,21678,3.0
21936,21933,14.0
21678,21936,4.0
21936,21886,1.0
21811,21696,1.0
21936,21842,3.0
21906,21674,1.0
21674,21732,1.0
21732,21737,1.0
21696,21811,1.0
21688,21642,1.0
21836,21737,1.0
21842,21813,1.0
21936,21750,1.0
21678,21780,1.0
21768,21666,1.0
21768,21638,1.0
21836,21792,1.0
21787,21772,1.0
21620,21730,1.0
21730,21783,1.0
21792,21733,1.0
21923,21697,1.0
21609,21627,2.0
21688,21841,1.0
21913,21815,1.0
21752,21802,1.0
21802,21840,1.0
21680,21688,1.0
21645,21707,1.0
21640,21748,1.0
21779,21784,1.0
21784,21918,1.0
21836,21784,1.0
21784,21842,1.0
21805,21695,1.0
21682,21690,1.0
21762,21688,2.0
21899,21731,1.0
21693,21914,2.0
21892,21693,2.0
21693,21630,1.0
21693,21688,2.0
21688,21884,1.0
21693,21892,4.0
21879,21697,3.0
21697,21879,1.0
21914,21709,1.0
21727,21787,1.0
21896,21888,1.0
21682,21642,1.0
21762,21875,1.0
21918,21703,1.0
21918,21936,1.0
21918,21939,1.0
21939,21859,1.0
21859,21918,1.0
21918,21792,3.0
21739,21782,2.0
21792,21621,1.0
21793,21711,1.0
21711,21787,1.0
21836,21759,1.0
21759,21842,1.0
21711,21806,1.0
21786,21783,2.0
21609,21752,1.0
21635,21750,1.0
21772,21918,2.0
21805,21933,1.0
21609,21661,1.0
21896,21762,1.0
21862,21871,1.0
21892,21896,1.0
21782,21615,1.0
21856,21835,1.0
21659,21609,1.0
21820,21737,2.0
21820,21899,1.0
21666,21727,2.0
21807,21635,4.0
21914,21861,1.0
21861,21678,1.0
21641,21609,1.0
21666,21757,2.0
21823,21757,2.0
21737,21820,1.0
21820,21769,1.0
21848,21659,1.0
21753,21788,1.0
21760,21629,1.0
21765,21785,1.0
21861,21753,1.0
21737,21772,1.0
21804,21926,1.0
21710,21789,1.0
21789,21739,1.0
21609,21702,3.0
21666,21720,3.0
21840,21879,2.0
21899,21764,1.0
21696,21675,1.0
21718,21859,2.0
21609,21859,1.0
21823,21723,1.0
21907,21666,2.0
21718,21638,1.0
21733,21892,1.0
21730,21944,1.0
21888,21842,1.0
21941,21783,1.0
21804,21752,1.0
21787,21848,1.0
21763,21720,1.0
21739,21604,1.0
21836,21667,1.0
21756,21681,1.0
21762,21772,1.0
21772,21826,1.0
21826,21815,1.0
21862,21728,1.0
21609,21881,1.0
21669,21820,1.0
21669,21779,1.0
21834,21609,1.0
21772,21875,2.0
21890,21772,1.0
21639,21791,1.0
21791,21842,1.0
21811,21856,1.0
21934,21673,1.0
21797,21944,1.0
21675,21862,1.0
21609,21680,1.0
21944,21914,2.0
21914,21681,1.0
21740,21836,1.0
21928,21783,1.0
21944,21921,2.0
21761,21914,1.0
21711,21635,2.0
21648,21635,1.0
21695,21879,2.0
21680,21695,1.0
21731,21944,1.0
21783,21734,2.0
21734,21727,1.0
21734,21940,8.0
21645,21690,1.0
21820,21756,1.0
21909,21685,1.0
21685,21835,1.0
21625,21914,1.0
21666,21690,3.0
21913,21843,1.0
21835,21734,1.0
21886,21647,3.0
21804,21688,1.0
21731,21931,1.0
21779,21783,1.0
21843,21871,1.0
21843,21727,1.0
21930,21898,1.0
21678,21709,1.0
21875,21898,1.0
21609,21911,1.0
21911,21944,1.0
21678,21765,2.0
21918,21730,1.0
21674,21931,1.0
21753,21662,2.0
21662,21770,1.0
21604,21934,1.0
21913,21720,1.0
21720,21820,1.0
21884,21778,1.0
21772,21896,1.0
21820,21710,2.0
21840,21608,1.0
21815,21898,1.0
21749,21644,1.0
21886,21676,1.0
21676,21748,1.0
21739,21693,2.0
21693,21676,1.0
21693,21933,1.0
21933,21846,1.0
21782,21767,1.0
21688,21930,2.0
21908,21659,1.0
21659,21653,1.0
21642,21621,1.0
21630,21645,3.0
21779,21761,1.0
21761,21944,1.0
21765,21741,1.0
21741,21764,1.0
21765,21875,1.0
21720,21636,1.0
21636,21748,1.0
21748,21659,1.0
21730,21667,1.0
21914,21763,2.0
21842,21675,1.0
21782,21671,1.0
21905,21888,1.0
21815,21748,1.0
21782,21695,1.0
21702,21898,1.0
21898,21702,1.0
21702,21635,4.0
21925,21650,1.0
21914,21847,1.0
21928,21886,1.0
21899,21921,1.0
21879,21862,1.0
21779,21653,1.0
21678,21747,1.0
21896,21738,1.0
21710,21646,1.0
21895,21898,5.0
21765,21733,1.0
21733,21695,3.0
21753,21697,1.0
21630,21695,1.0
21733,21693,1.0
21693,21695,1.0
21934,21674,1.0
21642,21809,1.0
21792,21608,1.0
21608,21944,2.0
21914,21944,1.0
21635,21797,1.0
21871,21645,1.0
21737,21896,1.0
21896,21792,1.0
21792,21635,3.0
21635,21792,3.0
21918,21627,1.0
21936,21646,1.0
21688,21909,2.0
21939,21934,2.0
21919,21717,2.0
21733,21779,2.0
21819,21710,1.0
21896,21936,3.0
21936,21798,1.0
21936,21909,1.0
21609,21728,1.0
21728,21836,1.0
21933,21790,1.0
21790,21933,1.0
21782,21688,2.0
21914,21654,1.0
21931,21944,1.0
21604,21931,1.0
21875,21886,1.0
21798,21607,1.0
21906,21654,1.0
21944,21702,1.0
21906,21871,1.0
21752,21616,1.0
21944,21653,1.0
21797,21771,1.0
21786,21638,1.0
21638,21645,1.0
21753,21926,1.0
21848,21688,1.0
21623,21848,1.0
21848,21926,1.0
21926,21928,1.0
21732,21771,1.0
21718,21730,1.0
21619,21892,1.0
21933,21833,4.0
21835,21834,1.0
21856,21942,1.0
21840,21933,2.0
21891,21933,1.0
21840,21934,1.0
21619,21703,1.0
21662,21621,1.0
21886,21726,1.0
21876,21695,3.0
21905,21645,1.0
21906,21666,1.0
21876,21787,2.0
21633,21710,1.0
21888,21748,3.0
21876,21914,4.0
21914,21667,1.0
21685,21734,1.0
21734,21667,2.0
21667,21695,1.0
21695,21734,2.0
21659,21787,1.0
21876,21734,1.0
21734,21695,1.0
21607,21666,2.0
21815,21607,1.0
21709,21848,1.0
21862,21840,1.0
21840,21772,1.0
21892,21840,1.0
21759,21930,1.0
21862,21724,1.0
21609,21786,1.0
21892,21879,2.0
21749,21918,1.0
21899,21944,1.0
21933,21699,1.0
21699,21909,1.0
21820,21627,1.0
21925,21609,1.0
21932,21940,1.0
21944,21744,1.0
21705,21809,1.0
21638,21862,1.0
21769,21826,1.0
21891,21862,1.0
21644,21898,1.0
21609,21828,2.0
21828,21898,1.0
21932,21621,1.0
21870,21779,1.0
21885,21630,2.0
21932,21711,1.0
21720,21922,1.0
21695,21823,1.0
21906,21895,1.0
21769,21848,1.0
21783,21620,1.0
21609,21750,1.0
21750,21898,1.0
21779,21680,1.0
21888,21752,2.0
21752,21888,1.0
21888,21840,1.0
21753,21671,1.0
21688,21806,1.0
21833,21713,1.0
21713,21833,1.0
21625,21645,1.0
21677,21933,1.0
21938,21780,1.0
21678,21913,1.0
21720,21633,1.0
21667,21913,1.0
21720,21682,1.0
21787,21913,2.0
21702,21621,1.0
21621,21889,1.0
21889,21711,1.0
21885,21621,1.0
21890,21621,1.0
21769,21626,1.0
21905,21769,3.0
21905,21659,1.0
21932,21659,1.0
21754,21753,1.0
21812,21898,1.0
21802,21688,1.0
21779,21686,2.0
21747,21635,1.0
21747,21688,1.0
21918,21747,1.0
21747,21729,1.0
21842,21731,2.0
21715,21892,1.0
21731,21753,1.0
21871,21765,1.0
21930,21688,1.0
21939,21763,2.0
21905,21783,1.0
21905,21931,3.0
21783,21905,1.0
21629,21934,1.0
21791,21918,1.0
21759,21635,1.0
21690,21630,1.0
21859,21836,1.0
21898,21889,1.0
21688,21906,1.0
21895,21823,1.0
21807,21737,1.0
21895,21879,1.0
21895,21807,1.0
21628,21879,1.0
21727,21784,1.0
21835,21730,1.0
21905,21678,1.0
21678,21792,4.0
21792,21905,2.0
21792,21678,2.0
21895,21886,2.0
21697,21640,1.0
21786,21835,1.0
21772,21805,3.0
21772,21601,1.0
21695,21772,1.0
21863,21764,2.0
21749,21748,1.0
21609,21676,2.0
21933,21636,1.0
21636,21918,1.0
21857,21797,1.0
21806,21609,1.0
21753,21629,2.0
21892,21799,1.0
21828,21888,1.0
21888,21898,1.0
21840,21823,1.0
21697,21779,1.0
21611,21944,1.0
21779,21624,1.0
21609,21624,1.0
21624,21779,1.0
21609,21905,4.0
21614,21905,9.0
21918,21614,4.0
21905,21728,1.0
21686,21918,1.0
21730,21892,1.0
21688,21614,1.0
21921,21842,1.0
21702,21688,1.0
21799,21720,1.0
21934,21890,1.0
21802,21720,1.0
21638,21871,1.0
21787,21815,3.0
21929,21934,1.0
21914,21814,1.0
21814,21635,1.0
21787,21876,1.0
21823,21707,1.0
21879,21824,1.0
21720,21737,1.0
21717,21688,1.0
21688,21717,1.0
21609,21614,1.0
21923,21898,1.0
21790,21741,1.0
21741,21757,1.0
21757,21779,1.0
21696,21869,1.0
21621,21629,1.0
21835,21848,1.0
21621,21875,1.0
21875,21753,1.0
21621,21767,1.0
21848,21933,1.0
21836,21621,1.0
21875,21824,1.0
21824,21647,1.0
21609,21647,1.0
21678,21647,2.0
21824,21678,1.0
21647,21609,1.0
21761,21892,1.0
21790,21621,1.0
21842,21710,1.0
21765,21638,1.0
21779,21671,1.0
21876,21779,3.0
21876,21673,1.0
21673,21779,1.0
21843,21820,1.0
21805,21662,1.0
21914,21660,1.0
21871,21886,1.0
21934,21917,1.0
21635,21702,4.0
21890,21798,1.0
21646,21862,1.0
21823,21630,1.0
21820,21733,2.0
21609,21607,1.0
21607,21918,1.0
21772,21763,2.0
21718,21772,1.0
21678,21833,1.0
21943,21933,1.0
21914,21671,1.0
21642,21671,2.0
21671,21609,1.0
21671,21817,1.0
21718,21717,2.0
21718,21892,1.0
21815,21717,1.0
21892,21642,1.0
21733,21639,1.0
21718,21787,1.0
21918,21778,2.0
21778,21886,1.0
21826,21621,1.0
21621,21710,1.0
21710,21621,1.0
21639,21753,1.0
21866,21695,1.0
21636,21783,1.0
21815,21720,1.0
21720,21879,1.0
21892,21923,1.0
21923,21630,1.0
21630,21720,1.0
21923,21892,1.0
21757,21604,1.0
21815,21734,1.0
21757,21727,1.0
21604,21757,1.0
21761,21782,1.0
21898,21676,1.0
21674,21748,1.0
21886,21655,1.0
21896,21835,1.0
21868,21886,1.0
21678,21630,6.0
21919,21871,1.0
21702,21833,4.0
21748,21702,1.0
21667,21932,1.0
21833,21932,1.0
21645,21932,2.0
21678,21784,1.0
21932,21784,1.0
21702,21823,2.0
21823,21667,1.0
21601,21733,1.0
21666,21702,1.0
21823,21783,3.0
21787,21702,2.0
21690,21654,1.0
21913,21696,1.0
21739,21764,1.0
21753,21764,1.0
21863,21748,1.0
21731,21842,1.0
21805,21753,1.0
21687,21914,1.0
21863,21640,1.0
21640,21914,1.0
21669,21638,1.0
21635,21880,2.0
21936,21639,1.0
21944,21607,1.0
21730,21934,1.0
21888,21862,1.0
21733,21633,1.0
21635,21625,2.0
21625,21787,1.0
21673,21635,6.0
21678,21757,1.0
21763,21787,1.0
21857,21868,1.0
21835,21841,1.0
21678,21790,2.0
21753,21930,1.0
21921,21914,1.0
21857,21632,1.0
21632,21685,1.0
21824,21815,1.0
21720,21857,1.0
21823,21890,1.0
21836,21932,1.0
21932,21667,1.0
21913,21633,1.0
21607,21630,1.0
21718,21654,1.0
21688,21702,1.0
21641,21733,1.0
21663,21667,1.0
21630,21702,2.0
21926,21630,1.0
21857,21667,2.0
21770,21892,1.0
21769,21618,1.0
21888,21876,1.0
21820,21607,2.0
21917,21779,1.0
21857,21710,1.0
21678,21857,1.0
21857,21871,1.0
21779,21938,1.0
21737,21815,1.0
21898,21899,1.0
21772,21780,1.0
21614,21617,1.0
21630,21862,1.0
21772,21737,2.0
21931,21772,3.0
21944,21905,1.0
21611,21898,1.0
21905,21913,2.0
21914,21905,1.0
21611,21779,1.0
21933,21895,1.0
21913,21695,1.0
21727,21762,1.0
21932,21762,2.0
21695,21769,1.0
21769,21762,1.0
21762,21940,1.0
21940,21769,1.0
21737,21784,1.0
21824,21621,2.0
21621,21824,1.0
21727,21697,1.0
21695,21925,1.0
21806,21678,2.0
21697,21899,1.0
21944,21881,1.0
21733,21754,1.0
21899,21809,1.0
21621,21843,1.0
21834,21621,1.0
21885,21913,1.0
21913,21885,1.0
21842,21744,1.0
21741,21681,1.0
21933,21612,3.0
21646,21931,1.0
21851,21678,1.0
21892,21614,1.0
21614,21787,1.0
21718,21802,1.0
21899,21695,2.0
21857,21899,1.0
21886,21731,1.0
21918,21750,1.0
21667,21933,1.0
21892,21863,1.0
21792,21639,1.0
21933,21604,1.0
21787,21697,1.0
21697,21815,2.0
21674,21898,1.0
21607,21779,1.0
21886,21792,3.0
21635,21802,1.0
21863,21709,1.0
21753,21679,3.0
21609,21703,2.0
21703,21609,1.0
21609,21895,1.0
21763,21640,1.0
21783,21772,1.0
21608,21783,1.0
21932,21868,1.0
21868,21678,1.0
21931,21625,1.0
21733,21690,1.0
21905,21876,1.0
21720,21905,1.0
21931,21890,1.0
21718,21783,1.0
21868,21635,1.0
21868,21876,1.0
21603,21678,2.0
21697,21674,1.0
21695,21731,1.0
21642,21888,1.0
21840,21863,1.0
21927,21635,1.0
21778,21842,1.0
21787,21753,1.0
21678,21925,1.0
21886,21909,1.0
21666,21836,1.0
21786,21753,1.0
21659,21899,1.0
21680,21932,1.0
21741,21815,1.0
21807,21815,1.0
21940,21842,1.0
21644,21886,1.0
21675,21928,1.0
21730,21932,1.0
21896,21932,1.0
21686,21638,1.0
21803,21609,1.0
21933,21792,1.0
21886,21834,2.0
21620,21797,1.0
21727,21756,1.0
21930,21879,1.0
21752,21734,1.0
21667,21696,1.0
21711,21630,1.0
21718,21711,1.0
21678,21662,1.0
21909,21836,1.0
21718,21652,1.0
21932,21783,1.0
21933,21819,1.0
21819,21898,1.0
21932,21842,1.0
21842,21932,2.0
21740,21932,1.0
21693,21675,1.0
21675,21752,1.0
21635,21884,1.0
21863,21892,1.0
21772,21678,1.0
21910,21944,1.0
21621,21940,1.0
21905,21821,1.0
21647,21940,2.0
21940,21647,1.0
21733,21717,1.0
21733,21772,1.0
21730,21772,1.0
21840,21896,1.0
21678,21791,2.0
21791,21678,1.0
21944,21633,1.0
21820,21805,1.0
21823,21603,1.0
21779,21720,2.0
21667,21821,1.0
21635,21615,1.0
21702,21697,1.0
21899,21710,1.0
21667,21666,1.0
21787,21888,1.0
21824,21666,1.0
21834,21688,2.0
21925,21630,1.0
21630,21792,1.0
21836,21713,1.0
21678,21639,2.0
21678,21603,1.0
21603,21842,1.0
21918,21732,2.0
21732,21840,1.0
21891,21783,1.0
21783,21702,1.0
21695,21787,1.0
21702,21820,1.0
21879,21779,1.0
21621,21690,1.0
21633,21621,1.0
21880,21787,1.0
21645,21843,1.0
21761,21805,1.0
21710,21720,1.0
21821,21772,1.0
21711,21918,1.0
21678,21730,2.0
21933,21926,1.0
21711,21601,1.0
21886,21787,1.0
21642,21914,1.0
21763,21944,2.0
21772,21718,1.0
21790,21843,1.0
21933,21737,2.0
21836,21881,1.0
21601,21811,1.0
21688,21715,1.0
21787,21667,1.0
21695,21763,1.0
21671,21944,1.0
21888,21795,1.0
21842,21737,1.0
21609,21882,2.0
21882,21744,1.0
21744,21782,1.0
21933,21607,1.0
21607,21905,1.0
21630,21790,1.0
21688,21752,1.0
21806,21913,1.0
21862,21639,1.0
21815,21905,1.0
21732,21886,1.0
21666,21892,1.0
21875,21765,1.0
21711,21833,1.0
21833,21625,1.0
21728,21833,1.0
21821,21871,1.0
21931,21787,1.0
21914,21931,1.0
21914,21620,1.0
21836,21846,1.0
21846,21635,2.0
21922,21764,1.0
21630,21928,1.0
21928,21857,1.0
21934,21625,1.0
21823,21876,1.0
21914,21876,2.0
21876,21625,1.0
21914,21817,1.0
21857,21786,1.0
21710,21807,1.0
21666,21905,1.0
21876,21688,1.0
21756,21645,2.0
21933,21876,1.0
21876,21783,1.0
21710,21702,1.0
21832,21783,1.0
21693,21783,1.0
21702,21888,1.0
21640,21779,1.0
21779,21799,1.0
21879,21898,1.0
21758,21640,1.0
21612,21933,2.0
21612,21688,1.0
21850,21842,1.0
21931,21654,1.0
21731,21630,1.0
21612,21931,1.0
21710,21862,1.0
21944,21762,1.0
21748,21710,1.0
21857,21836,2.0
21621,21932,1.0
21932,21876,1.0
21932,21787,1.0
21723,21747,1.0
21747,21898,1.0
21747,21821,1.0
21723,21779,1.0
21723,21898,2.0
21806,21898,1.0
21898,21921,1.0
21723,21921,1.0
21921,21763,1.0
21763,21737,2.0
21836,21938,1.0
21938,21898,1.0
21921,21723,1.0
21840,21817,1.0
21876,21702,1.0
21842,21702,1.0
21645,21702,6.0
21645,21906,1.0
21906,21702,1.0
21763,21899,1.0
21710,21898,1.0
21898,21833,1.0
21635,21803,2.0
21836,21783,1.0
21833,21824,1.0
21751,21928,1.0
21757,21637,1.0
21841,21710,1.0
21607,21710,1.0
21710,21607,1.0
21779,21645,1.0
21779,21906,1.0
21906,21688,2.0
21797,21731,1.0
21769,21896,1.0
21797,21934,2.0
21769,21836,1.0
21826,21858,1.0
21899,21932,1.0
21806,21932,1.0
21620,21697,1.0
21886,21806,1.0
21932,21718,2.0
21718,21857,3.0
21932,21633,1.0
21829,21859,1.0
21907,21779,1.0
21857,21846,1.0
21823,21944,1.0
21857,21825,1.0
21888,21696,1.0
21764,21635,1.0
21696,21871,1.0
21933,21747,1.0
21747,21806,1.0
21833,21811,1.0
21886,21784,1.0
21886,21762,3.0
21762,21635,1.0
21730,21888,1.0
21653,21805,1.0
21607,21659,1.0
21836,21607,1.0
21645,21607,1.0
21645,21824,1.0
21824,21645,1.0
21909,21740,1.0
21753,21833,1.0
21817,21688,1.0
21661,21739,1.0
21820,21882,1.0
21678,21723,1.0
21635,21639,1.0
21719,21842,1.0
21630,21737,1.0
21836,21857,1.0
21857,21758,1.0
21823,21892,1.0
21645,21892,1.0
21914,21685,1.0
21685,21898,1.0
