catg,time,delta_times
21645,21963,28.0
21720,21963,13.0
21932,22038,15.0
21869,22083,3.0
21815,22013,15.0
21667,22036,11.0
21918,22055,39.0
21891,22097,1.0
21769,22110,10.0
21639,21962,8.0
21639,21982,4.0
21769,22017,10.0
21769,22053,11.0
21754,21971,5.0
21769,22088,6.0
21886,22005,85.0
21633,22079,5.0
21926,22103,2.0
21633,22078,2.0
21842,22103,27.0
21633,22031,1.0
21633,21994,3.0
21633,21992,7.0
21926,22106,6.0
21772,22017,51.0
21633,22081,2.0
21925,22112,2.0
21633,22042,6.0
21842,22104,26.0
21871,22036,7.0
21615,22037,1.0
21890,22060,7.0
21896,21968,32.0
21934,21982,48.0
21896,22054,27.0
21896,22064,15.0
21896,22016,24.0
21934,22007,38.0
21896,21958,30.0
21896,21982,35.0
21896,22006,26.0
21896,21992,23.0
21896,22007,24.0
21896,21959,35.0
21896,22008,16.0
21896,22017,12.0
21896,22055,17.0
21896,22015,17.0
21896,22031,21.0
21896,22063,21.0
21896,21983,14.0
21934,22031,44.0
21896,22040,19.0
21896,22056,12.0
21896,21970,9.0
21896,21969,15.0
21896,21971,4.0
21896,22032,21.0
21896,22030,41.0
21609,21989,68.0
21609,22014,44.0
21630,22010,31.0
21659,22042,19.0
21922,22068,7.0
21609,22067,48.0
21835,22091,56.0
21637,21970,1.0
21637,21991,6.0
21637,22015,1.0
21783,21996,6.0
21609,22090,77.0
21603,22093,6.0
21918,21959,57.0
21609,21986,61.0
21710,21987,10.0
21890,22020,1.0
21720,22074,1.0
21809,22094,2.0
21666,22092,113.0
21635,21973,13.0
21918,22091,28.0
21748,22059,15.0
21918,22058,37.0
21842,22086,41.0
21891,21987,7.0
21748,22012,6.0
21666,22087,35.0
21928,22093,9.0
21944,22108,49.0
21748,22010,17.0
21609,22112,109.0
21720,21947,22.0
21666,22114,57.0
21757,22068,5.0
21645,21987,29.0
21862,22062,28.0
21721,22066,2.0
21913,22069,5.0
21733,22008,4.0
21944,22055,75.0
21609,21996,30.0
21896,22106,10.0
21728,21954,1.0
21926,21970,4.0
21814,21991,1.0
21926,22079,1.0
21886,22086,52.0
21635,21981,70.0
21635,21967,233.0
21926,22076,1.0
21809,22070,1.0
21860,22072,1.0
21809,22087,2.0
21763,22069,15.0
21786,22107,7.0
21643,21990,1.0
21944,21954,32.0
21907,21955,1.0
21934,21959,37.0
21636,22102,6.0
21836,22042,20.0
21879,22089,29.0
21720,22066,23.0
21778,22038,2.0
21879,22038,14.0
21630,22086,30.0
21888,22090,7.0
21720,22067,20.0
21625,22085,3.0
21619,22092,2.0
21842,22110,60.0
21753,21994,141.0
21641,22060,4.0
21879,22110,13.0
21625,22068,4.0
21708,21994,2.0
21787,22039,9.0
21805,22036,6.0
21836,22040,18.0
21635,22063,299.0
21774,21994,2.0
21779,21958,22.0
21757,22087,10.0
21786,22084,14.0
21752,22017,12.0
21678,22086,37.0
21752,22059,11.0
21752,22087,25.0
21738,22063,2.0
21641,22089,3.0
21670,22019,3.0
21675,22041,5.0
21834,22066,3.0
21783,22069,4.0
21783,22085,18.0
21944,22111,60.0
21835,21965,30.0
21731,22084,8.0
21835,22087,40.0
21720,22020,15.0
21659,22041,15.0
21786,22066,6.0
21925,22085,4.0
21786,22095,21.0
21635,22109,302.0
21925,22110,1.0
21757,22035,19.0
21944,22065,61.0
21659,22090,37.0
21918,22015,36.0
21778,21993,3.0
21748,22088,33.0
21741,22113,8.0
21779,22033,11.0
21779,22083,33.0
21934,22111,37.0
21757,22059,19.0
21641,22087,5.0
21752,22086,20.0
21890,22041,9.0
21944,22059,74.0
21635,22012,271.0
21647,21961,8.0
21647,22013,7.0
21647,21964,17.0
21753,21987,161.0
21753,21966,99.0
21647,21966,4.0
21647,22011,7.0
21753,22036,116.0
21647,22036,7.0
21753,21963,192.0
21647,22012,3.0
21647,22059,4.0
21647,21987,5.0
21647,21965,16.0
21753,22059,119.0
21635,21962,270.0
21835,21963,9.0
21635,22033,193.0
21654,22035,6.0
21933,22033,84.0
21933,22062,119.0
21753,21970,128.0
21753,21969,348.0
21918,22016,52.0
21934,22053,24.0
21752,22064,17.0
21635,22092,85.0
21944,22114,67.0
21611,21988,1.0
21757,22069,6.0
21690,22066,5.0
21640,22095,7.0
21886,22042,53.0
21609,21958,99.0
21886,22028,86.0
21635,22054,46.0
21618,22012,2.0
21609,22106,72.0
21840,21994,4.0
21609,21991,72.0
21898,22080,29.0
21898,22008,39.0
21840,22019,4.0
21688,22111,72.0
21898,21982,79.0
21875,22086,6.0
21753,22092,3.0
21688,22109,72.0
21840,21969,12.0
21840,22012,6.0
21635,22039,302.0
21898,22087,48.0
21753,22035,138.0
21886,22109,44.0
21886,22017,53.0
21914,21993,34.0
21896,22102,3.0
21925,22103,2.0
21681,22052,3.0
21666,22018,60.0
21885,22084,5.0
21784,22062,5.0
21666,22107,22.0
21871,22034,11.0
21944,21965,62.0
21615,22106,5.0
21835,22090,43.0
21623,22030,1.0
21623,22057,1.0
21623,21958,1.0
21842,22006,29.0
21758,22044,7.0
21623,22054,1.0
21666,22065,82.0
21623,21964,1.0
21609,21981,109.0
21623,22034,1.0
21913,22042,12.0
21764,22090,4.0
21713,22011,10.0
21913,21995,7.0
21623,21959,3.0
21688,21985,36.0
21758,21988,2.0
21820,21988,8.0
21623,21989,1.0
21913,22020,7.0
21778,22041,5.0
21666,22067,102.0
21615,21993,2.0
21885,21995,5.0
21720,22107,7.0
21763,21965,10.0
21690,21993,5.0
21653,22020,2.0
21615,21994,2.0
21666,22112,45.0
21913,22041,10.0
21842,22108,40.0
21779,22105,38.0
21899,21992,23.0
21899,22008,1.0
21758,22092,6.0
21913,22089,7.0
21630,22083,17.0
21778,22113,2.0
21913,21993,9.0
21666,22085,31.0
21933,22015,80.0
21640,22112,18.0
21933,22092,43.0
21933,22098,6.0
21676,22017,1.0
21695,22091,20.0
21933,22008,119.0
21786,22043,7.0
21778,21991,4.0
21666,21997,13.0
21727,22041,16.0
21778,22061,3.0
21933,22086,59.0
21933,22009,69.0
21783,22055,29.0
21933,22066,60.0
21786,22068,9.0
21842,22105,31.0
21862,21964,48.0
21879,22039,21.0
21842,22085,40.0
21914,22046,12.0
21786,22113,11.0
21933,21965,73.0
21633,21968,5.0
21899,21995,22.0
21922,22047,2.0
21710,22073,1.0
21710,22080,14.0
21944,22089,45.0
21934,22057,22.0
21934,21965,33.0
21635,21958,52.0
21635,22030,51.0
21635,21957,51.0
21769,22066,8.0
21635,22112,364.0
21720,22071,2.0
21862,21991,21.0
21872,22091,4.0
21724,21978,1.0
21815,22085,12.0
21891,22107,5.0
21702,22091,2.0
21724,22016,1.0
21886,21995,40.0
21727,21982,4.0
21842,21965,16.0
21783,21975,2.0
21783,22114,18.0
21783,21971,11.0
21688,22008,22.0
21708,22088,1.0
21727,21996,11.0
21918,22031,54.0
21798,22032,7.0
21604,22035,3.0
21727,22035,26.0
21684,22078,1.0
21688,22107,57.0
21642,22030,26.0
21898,22041,59.0
21898,22057,45.0
21635,22029,63.0
21779,22041,14.0
21727,22044,13.0
21771,22069,8.0
21688,22077,9.0
21630,22093,24.0
21733,21964,21.0
21898,21967,40.0
21688,22020,18.0
21797,22056,8.0
21898,21991,49.0
21797,21960,15.0
21711,21994,2.0
21787,21949,3.0
21835,21972,11.0
21918,21983,43.0
21697,21993,9.0
21797,22031,5.0
21898,22040,51.0
21684,22043,2.0
21892,22060,11.0
21783,22065,19.0
21797,22008,9.0
21763,22021,5.0
21892,22113,17.0
21797,22009,4.0
21733,22060,18.0
21898,21995,33.0
21890,22075,1.0
21783,22104,12.0
21749,22111,1.0
21918,22018,29.0
21720,22019,21.0
21678,22032,38.0
21680,22063,3.0
21678,22063,35.0
21898,22007,60.0
21797,22007,5.0
21671,22010,17.0
21674,22011,10.0
21797,22037,6.0
21684,21948,1.0
21869,21948,2.0
21645,21959,59.0
21671,21959,27.0
21918,21968,38.0
21678,21991,49.0
21667,21998,2.0
21734,22019,2.0
21783,22043,8.0
21918,22063,51.0
21763,21948,22.0
21645,21996,9.0
21815,21996,6.0
21642,22015,15.0
21783,22018,16.0
21621,22033,3.0
21918,22033,33.0
21621,22081,4.0
21733,22082,12.0
21621,22085,11.0
21918,22103,6.0
21783,22105,15.0
21680,22110,1.0
21621,21997,8.0
21797,22029,7.0
21739,22086,4.0
21898,22039,47.0
21898,21983,79.0
21898,22031,64.0
21642,22031,28.0
21797,22032,4.0
21621,22043,21.0
21918,22056,32.0
21703,22112,2.0
21678,22031,35.0
21783,21991,28.0
21680,22111,3.0
21783,21966,6.0
21840,22070,3.0
21783,22087,17.0
21744,22087,2.0
21752,21970,10.0
21763,22091,52.0
21750,21960,2.0
21621,22031,3.0
21779,21993,23.0
21840,22015,2.0
21898,22082,41.0
21918,22082,30.0
21772,22085,5.0
21688,22040,118.0
21678,22033,31.0
21898,22010,55.0
21898,22017,50.0
21635,21991,265.0
21782,22010,4.0
21718,22013,16.0
21812,22029,4.0
21671,22029,28.0
21918,22034,24.0
21898,22009,46.0
21621,21998,4.0
21867,21959,1.0
21918,22059,31.0
21688,22034,53.0
21621,22046,10.0
21621,22056,6.0
21898,22085,41.0
21783,22086,11.0
21779,21981,15.0
21933,21982,325.0
21739,22054,114.0
21705,22114,2.0
21934,21961,33.0
21934,22005,27.0
21637,22035,2.0
21739,22053,73.0
21630,22064,18.0
21637,22083,6.0
21739,21957,86.0
21862,22005,41.0
21739,22028,27.0
21739,22029,83.0
21630,22043,39.0
21739,21981,92.0
21630,21981,1.0
21630,22042,40.0
21944,22050,49.0
21907,21971,1.0
21739,21988,39.0
21666,22034,13.0
21738,22090,4.0
21944,22088,47.0
21630,22013,15.0
21886,21970,50.0
21641,22086,7.0
21914,22063,27.0
21886,22106,30.0
21609,22068,57.0
21914,22072,9.0
21635,22013,256.0
21733,21966,4.0
21888,22080,7.0
21753,21983,410.0
21826,22091,8.0
21753,22015,154.0
21753,22030,509.0
21811,22010,5.0
21715,22112,8.0
21836,22112,20.0
21862,21960,42.0
21645,22012,20.0
21753,22034,121.0
21890,22042,10.0
21914,22012,34.0
21914,22042,30.0
21753,22056,167.0
21728,22011,4.0
21856,21984,5.0
21630,22091,37.0
21674,21984,1.0
21753,21960,208.0
21931,22018,17.0
21783,22103,19.0
21931,21969,39.0
21931,21992,30.0
21891,22043,13.0
21931,21993,32.0
21931,22041,29.0
21931,22058,7.0
21931,22082,3.0
21931,21968,24.0
21931,22105,10.0
21931,22017,17.0
21752,21971,6.0
21752,22085,16.0
21886,22045,26.0
21931,22065,21.0
21820,22070,154.0
21783,22080,20.0
21918,22079,18.0
21931,21994,23.0
21931,22043,8.0
21783,22079,22.0
21786,22088,11.0
21783,22078,15.0
21931,22083,8.0
21886,22059,49.0
21931,22042,22.0
21678,22088,44.0
21835,22039,22.0
21835,21992,33.0
21737,22107,8.0
21609,22005,105.0
21652,22005,4.0
21652,22062,4.0
21835,22089,54.0
21944,22033,56.0
21944,22037,61.0
21779,22077,8.0
21898,22045,28.0
21666,22074,9.0
21898,22103,12.0
21835,21968,30.0
21898,21972,29.0
21783,21992,14.0
21898,22018,37.0
21835,22041,44.0
21630,22021,8.0
21783,21968,33.0
21898,21973,17.0
21898,22068,31.0
21898,22102,13.0
21898,21992,56.0
21783,22017,19.0
21898,22093,25.0
21898,22020,23.0
21898,21985,42.0
21898,22069,20.0
21898,22111,40.0
21898,22022,16.0
21672,21993,4.0
21898,22073,9.0
21783,22016,30.0
21783,22034,16.0
21783,22064,27.0
21898,22092,34.0
21734,21993,6.0
21783,22015,27.0
21898,21969,54.0
21783,22040,31.0
21898,21952,7.0
21672,22041,5.0
21898,22021,13.0
21898,22112,38.0
21898,21950,7.0
21898,22042,45.0
21783,22058,17.0
21898,21961,38.0
21898,22114,33.0
21898,21997,21.0
21835,22044,14.0
21898,22046,16.0
21898,22072,12.0
21898,22086,29.0
21892,21968,16.0
21672,21992,4.0
21898,22084,29.0
21635,22040,369.0
21672,22039,1.0
21672,22040,3.0
21835,22065,40.0
21898,21988,38.0
21672,22017,1.0
21898,22113,46.0
21627,21985,1.0
21686,22008,1.0
21713,22009,2.0
21609,22018,44.0
21727,21993,9.0
21922,22090,5.0
21609,22079,64.0
21783,22081,14.0
21855,22017,1.0
21630,22087,19.0
21737,22032,11.0
21757,22015,8.0
21748,21958,7.0
21842,22079,25.0
21653,22057,1.0
21748,22089,29.0
21835,21969,50.0
21718,21960,34.0
21783,21960,15.0
21718,22032,36.0
21640,22043,12.0
21879,22062,13.0
21715,22111,5.0
21718,21989,15.0
21739,22104,7.0
21678,21964,34.0
21931,21991,21.0
21871,21983,10.0
21645,22036,38.0
21718,22053,16.0
21820,21978,15.0
21797,22059,6.0
21928,22069,3.0
21666,21995,53.0
21748,22070,9.0
21779,22087,34.0
21891,22069,4.0
21833,22009,8.0
21669,22090,2.0
21833,21964,4.0
21748,22023,4.0
21645,22087,9.0
21928,22082,2.0
21898,22064,66.0
21779,22100,5.0
21898,21960,53.0
21733,22085,17.0
21898,22091,48.0
21944,21972,28.0
21820,22023,25.0
21645,22093,4.0
21763,22093,17.0
21914,22112,38.0
21841,22114,7.0
21705,22087,2.0
21833,21986,11.0
21638,21995,10.0
21739,22068,9.0
21705,22085,1.0
21739,21986,69.0
21642,22065,13.0
21720,22085,10.0
21899,22069,8.0
21662,22084,4.0
21703,22034,4.0
21630,22113,41.0
21688,22061,46.0
21720,22089,12.0
21659,22113,18.0
21697,22111,39.0
21805,22018,4.0
21891,22088,5.0
21834,22018,5.0
21798,22108,14.0
21625,22114,4.0
21805,22069,1.0
21667,22111,7.0
21823,22060,7.0
21783,22084,11.0
21857,21995,34.0
21720,22060,23.0
21653,22043,9.0
21836,22111,15.0
21753,22031,316.0
21759,21965,4.0
21730,22039,5.0
21705,21971,2.0
21653,22088,5.0
21842,22064,19.0
21875,22085,4.0
21673,22043,2.0
21666,22062,21.0
21780,21995,3.0
21884,22067,2.0
21739,22081,5.0
21625,22086,6.0
21809,22061,2.0
21823,21989,5.0
21666,21965,5.0
21914,21996,22.0
21934,22008,25.0
21817,22013,2.0
21723,22061,4.0
21763,22018,31.0
21874,22040,1.0
21783,22057,9.0
21630,22096,13.0
21619,22110,3.0
21625,22111,5.0
21782,21961,3.0
21934,21985,24.0
21678,22055,40.0
21678,21983,48.0
21934,21983,53.0
21753,21964,170.0
21753,22017,325.0
21934,21958,50.0
21934,22012,24.0
21645,22058,28.0
21753,22064,165.0
21886,21990,39.0
21934,21987,28.0
21753,22043,52.0
21934,22055,44.0
21934,22038,31.0
21934,21988,36.0
21630,22034,33.0
21710,22068,6.0
21934,22061,28.0
21678,22103,11.0
21933,21958,229.0
21782,22018,6.0
21763,22022,5.0
21836,22090,13.0
21836,22018,12.0
21933,22082,39.0
21753,21982,547.0
21647,22035,4.0
21667,22035,12.0
21753,21958,454.0
21933,22038,99.0
21933,22041,125.0
21933,22031,197.0
21654,21974,2.0
21815,22014,6.0
21609,22088,83.0
21769,22112,5.0
21753,21959,321.0
21842,22039,36.0
21769,22113,9.0
21933,22107,57.0
21772,22012,21.0
21704,22061,1.0
21667,22066,5.0
21862,21967,16.0
21772,22093,1.0
21753,22057,130.0
21933,22110,49.0
21688,22110,64.0
21678,21997,17.0
21640,21989,2.0
21640,21994,10.0
21627,21975,1.0
21666,22040,42.0
21620,22041,1.0
21820,22097,124.0
21820,21974,21.0
21871,22108,58.0
21748,21987,16.0
21790,22081,1.0
21798,22082,20.0
21752,21993,17.0
21752,22015,12.0
21925,21986,1.0
21715,22017,2.0
21862,21968,19.0
21640,22016,4.0
21757,22107,23.0
21862,22017,21.0
21899,22092,14.0
21925,22061,2.0
21840,22113,10.0
21609,22083,56.0
21609,22107,67.0
21718,22059,19.0
21944,21967,43.0
21688,22079,22.0
21645,22011,32.0
21635,22032,158.0
21609,22100,23.0
21817,21995,2.0
21609,22041,71.0
21944,22061,55.0
21787,22044,3.0
21786,22109,12.0
21815,22043,18.0
21819,22066,4.0
21757,22086,16.0
21836,22113,14.0
21678,22037,23.0
21879,22067,14.0
21653,22091,4.0
21842,21982,25.0
21820,22068,52.0
21842,22078,10.0
21667,22082,3.0
21820,22091,26.0
21935,22011,2.0
21935,21964,4.0
21842,21959,17.0
21783,22060,14.0
21820,22069,137.0
21820,22098,48.0
21834,22042,3.0
21842,22007,15.0
21842,22031,14.0
21935,22012,3.0
21935,21989,1.0
21757,22042,17.0
21820,22057,1.0
21935,22060,1.0
21879,22036,16.0
21759,22011,7.0
21779,21989,35.0
21899,21970,26.0
21879,21992,25.0
21779,22061,26.0
21645,21986,24.0
21713,22105,1.0
21918,21987,38.0
21898,21996,19.0
21918,22014,29.0
21666,22019,50.0
21918,21984,29.0
21898,22001,6.0
21764,22062,1.0
21898,22019,23.0
21898,22090,44.0
21944,22090,28.0
21918,21992,57.0
21815,22113,12.0
21918,21980,53.0
21918,22028,56.0
21918,22062,41.0
21918,22084,20.0
21609,21972,28.0
21898,21979,13.0
21918,21979,8.0
21918,21956,51.0
21898,21956,35.0
21757,21991,6.0
21645,21956,8.0
21609,21969,66.0
21640,22063,3.0
21728,21989,2.0
21886,22019,22.0
21886,22026,8.0
21944,21990,52.0
21944,22024,13.0
21695,22092,13.0
21898,22097,7.0
21835,22017,48.0
21944,22069,26.0
21886,21960,63.0
21886,22052,102.0
21914,22045,11.0
21933,22109,53.0
21879,21978,1.0
21640,22008,4.0
21752,21963,9.0
21666,22090,83.0
21933,22091,53.0
21630,22067,32.0
21786,21995,5.0
21898,22104,16.0
21825,22107,3.0
21731,22059,6.0
21834,22112,2.0
21785,22111,2.0
21752,21969,18.0
21738,22055,31.0
21884,22089,4.0
21738,21983,25.0
21738,22031,32.0
21933,22084,50.0
21708,21963,2.0
21829,22011,1.0
21933,21948,35.0
21928,22035,5.0
21783,21987,20.0
21752,22019,7.0
21899,22019,27.0
21783,22054,41.0
21790,21965,1.0
21886,21963,65.0
21640,22007,2.0
21688,21998,4.0
21879,21984,17.0
21630,22041,29.0
21738,21988,3.0
21652,21981,5.0
21666,21992,30.0
21678,22022,4.0
21862,21956,14.0
21835,22020,20.0
21862,22053,44.0
21862,21957,36.0
21829,21958,2.0
21934,21962,23.0
21710,22053,11.0
21678,21978,6.0
21857,21969,78.0
21857,21993,76.0
21754,22068,6.0
21618,22041,4.0
21926,22037,3.0
21944,22040,70.0
21713,21994,11.0
21914,22098,14.0
21659,22114,10.0
21710,21951,2.0
21727,21958,1.0
21813,22031,2.0
21923,22086,1.0
21757,22060,17.0
21635,22037,235.0
21630,22084,24.0
21934,22113,31.0
21630,21972,13.0
21898,22062,43.0
21757,22085,23.0
21857,22017,79.0
21890,22035,7.0
21771,22084,12.0
21757,22092,22.0
21891,21994,15.0
21862,22029,51.0
21857,22018,41.0
21891,22067,10.0
21682,22090,4.0
21934,22112,34.0
21757,22044,13.0
21928,22113,4.0
21918,22012,20.0
21688,21992,94.0
21918,22088,40.0
21787,22088,21.0
21779,22085,32.0
21918,21966,20.0
21835,21990,17.0
21934,22064,42.0
21934,21989,27.0
21857,21991,42.0
21934,21967,36.0
21630,22045,19.0
21787,22113,22.0
21918,22043,23.0
21678,21948,17.0
21918,21970,25.0
21918,21994,34.0
21890,22015,8.0
21678,22007,39.0
21933,22011,79.0
21928,22016,2.0
21820,22045,51.0
21715,22085,3.0
21862,22006,69.0
21678,21985,41.0
21862,21990,29.0
21933,21963,95.0
21666,21967,13.0
21770,21990,7.0
21918,22111,31.0
21666,22009,6.0
21857,22016,62.0
21857,22010,32.0
21862,22035,34.0
21918,22112,36.0
21678,21968,51.0
21783,22041,35.0
21862,22089,13.0
21880,22089,1.0
21835,22067,22.0
21885,22018,5.0
21921,22041,2.0
21784,22081,3.0
21921,21968,3.0
21944,22018,25.0
21763,22092,25.0
21763,22113,31.0
21774,22019,2.0
21713,22090,11.0
21642,21964,10.0
21727,22092,18.0
21815,21995,18.0
21630,22044,29.0
21774,21948,1.0
21763,22114,28.0
21619,22108,8.0
21841,22070,10.0
21815,21969,18.0
21795,21990,1.0
21678,22064,54.0
21934,21991,48.0
21833,21993,4.0
21879,22084,9.0
21890,22056,4.0
21944,22025,12.0
21779,22107,53.0
21833,21985,11.0
21815,22087,7.0
21784,22057,4.0
21733,21973,2.0
21944,21996,26.0
21705,22044,1.0
21666,22080,3.0
21819,22018,7.0
21891,22035,12.0
21758,22041,3.0
21783,21982,42.0
21720,22011,17.0
21871,21995,17.0
21862,22008,25.0
21753,21989,132.0
21628,22041,1.0
21753,21988,149.0
21891,22084,9.0
21772,22040,29.0
21772,22041,47.0
21833,22034,11.0
21772,22065,32.0
21772,21969,52.0
21772,21982,55.0
21630,22072,11.0
21670,22084,1.0
21752,22084,8.0
21772,22030,49.0
21731,22087,6.0
21698,22088,2.0
21835,22015,36.0
21630,22085,17.0
21783,22074,5.0
21835,22056,2.0
21798,22035,6.0
21886,22057,39.0
21914,22068,22.0
21886,22043,54.0
21886,21980,76.0
21753,22069,4.0
21753,22032,218.0
21688,22060,52.0
21724,22035,1.0
21763,22043,29.0
21609,22015,66.0
21840,22110,8.0
21879,21970,18.0
21787,22011,11.0
21840,22065,9.0
21779,22079,21.0
21892,22035,18.0
21820,21977,20.0
21826,22094,10.0
21826,22071,6.0
21688,22087,84.0
21688,22065,81.0
21857,22066,32.0
21727,22107,31.0
21763,21986,15.0
21645,22081,3.0
21798,22065,3.0
21727,21986,33.0
21635,21959,85.0
21727,22017,7.0
21630,22107,15.0
21757,22058,16.0
21798,22058,4.0
21688,22036,45.0
21695,22071,9.0
21695,22114,15.0
21857,22062,32.0
21898,22083,44.0
21637,22036,4.0
21922,22042,7.0
21637,22060,6.0
21875,22091,5.0
21695,22096,6.0
21910,22011,1.0
21690,22113,2.0
21727,21964,5.0
21933,21964,90.0
21695,21997,11.0
21666,22016,36.0
21886,22029,129.0
21886,21984,39.0
21695,22018,14.0
21886,22031,34.0
21910,22091,1.0
21886,22056,36.0
21609,22085,66.0
21695,21948,9.0
21886,22008,43.0
21936,22062,2.0
21695,22067,9.0
21757,21973,2.0
21933,22035,83.0
21896,22082,6.0
21695,22043,20.0
21695,22019,16.0
21609,22040,77.0
21886,22110,54.0
21933,21961,77.0
21898,22066,54.0
21695,22080,6.0
21748,22086,15.0
21666,22088,54.0
21678,22092,24.0
21918,22066,38.0
21933,21985,93.0
21695,22066,15.0
21896,22068,7.0
21886,22009,28.0
21918,22037,24.0
21695,22017,15.0
21918,22041,41.0
21918,21995,15.0
21695,22011,21.0
21695,22112,11.0
21944,22012,50.0
21918,22036,23.0
21791,21990,1.0
21941,22062,2.0
