source_poi,target_poi,delta_times
21536,20191,1.0
16318,19579,1.0
19579,16229,1.0
16229,18483,1.0
9706,16203,7.0
16203,16318,1.0
14152,18483,1.0
16318,16203,2.0
9706,16318,2.0
10005,9741,1.0
11507,18483,3.0
16318,14810,1.0
14810,18961,1.0
18483,19213,1.0
18483,9706,3.0
8181,11564,1.0
7968,11563,1.0
19970,7968,4.0
7968,17630,1.0
17630,12642,1.0
15716,17560,1.0
16318,10551,1.0
10551,8517,1.0
12258,7968,1.0
13352,11507,1.0
18483,16655,1.0
18483,17560,1.0
14257,7495,1.0
19970,10005,1.0
18483,9688,1.0
9688,19970,1.0
19970,15680,1.0
17365,17447,1.0
17447,11507,1.0
18483,16201,1.0
18483,19369,1.0
18619,13360,1.0
13360,21287,1.0
19754,16639,2.0
19754,8347,1.0
19754,18206,1.0
19754,19804,3.0
9085,11180,1.0
9085,13455,1.0
9085,19419,1.0
8872,21173,1.0
8872,16621,1.0
14532,16224,3.0
16224,12998,1.0
19940,16949,1.0
16949,19468,1.0
15385,7398,1.0
7398,19155,1.0
19270,9982,2.0
19270,7398,1.0
9867,10831,1.0
16380,13278,2.0
19591,20014,1.0
14002,15418,1.0
7296,7254,1.0
19528,14136,3.0
9480,15784,1.0
15784,11080,1.0
10791,19913,1.0
20184,20357,1.0
13020,9363,1.0
9363,20357,1.0
8605,14127,1.0
14127,8605,1.0
8396,12185,1.0
11915,7031,1.0
18560,20009,1.0
11915,16203,1.0
10007,19621,1.0
7005,11280,1.0
11280,12756,2.0
12756,19621,1.0
7031,9745,1.0
18788,8675,1.0
12537,12044,1.0
12998,19721,1.0
20829,19673,1.0
13100,20768,5.0
20768,8618,1.0
12988,20768,1.0
15091,15895,1.0
20056,12065,1.0
9997,12065,1.0
17815,20056,5.0
20056,18025,2.0
18025,10923,3.0
13980,20056,1.0
13614,20056,2.0
20056,17815,1.0
13100,12065,1.0
18844,20056,3.0
20056,13614,2.0
13614,18844,2.0
18844,13980,1.0
17815,13980,1.0
13980,15222,1.0
18025,20056,2.0
13614,13980,1.0
15948,13980,2.0
20056,13980,1.0
13980,17815,1.0
12517,10587,1.0
13980,13614,1.0
13614,10923,3.0
17318,13614,1.0
18844,17815,4.0
17815,20357,1.0
10923,17815,1.0
9245,18846,2.0
11072,20334,1.0
20334,9686,1.0
14159,11936,4.0
12481,18294,3.0
18294,14124,4.0
20069,9238,1.0
9238,14532,9.0
9238,8189,10.0
17808,20099,1.0
11803,9238,1.0
9238,8562,3.0
8562,8341,2.0
8341,20443,1.0
20443,17813,2.0
17813,19186,1.0
19186,8341,1.0
8341,9238,8.0
8562,16375,1.0
16375,15176,25.0
15176,13796,1.0
13796,9081,1.0
9081,12966,2.0
16722,18903,1.0
19471,18780,2.0
15127,18399,1.0
12928,13526,1.0
13526,12928,2.0
19654,18991,1.0
11861,11867,1.0
13409,15292,1.0
9904,8367,1.0
12928,20103,4.0
19866,14890,2.0
19154,9533,1.0
12405,19272,1.0
8517,15448,3.0
21109,7686,2.0
17599,21109,1.0
21109,12246,1.0
19043,20457,1.0
11228,19107,1.0
16382,10729,1.0
20434,15647,1.0
12359,20127,1.0
19071,7013,1.0
7013,14861,1.0
14861,17603,1.0
9184,9201,1.0
9201,12359,1.0
12359,16854,2.0
19265,12359,1.0
10987,16854,1.0
16854,19265,1.0
7842,19265,1.0
7842,16773,1.0
16773,10146,2.0
10146,16854,1.0
17603,19362,2.0
19362,10146,2.0
10146,16203,3.0
16203,19265,1.0
21327,8657,1.0
8657,15380,1.0
15380,16188,1.0
9201,13389,1.0
13389,19265,1.0
17603,15380,1.0
15380,10146,1.0
17603,10146,1.0
10146,19265,1.0
17603,15806,1.0
15806,9706,2.0
12359,19265,1.0
19293,13730,1.0
7738,14333,2.0
19088,7987,1.0
17646,7738,1.0
16803,18729,1.0
16205,19010,1.0
7000,11944,1.0
20499,9425,1.0
10489,18961,1.0
9403,15060,1.0
19653,15060,1.0
15060,12475,8.0
18041,13891,3.0
15060,17334,1.0
7136,8719,2.0
8719,11007,1.0
11007,8644,1.0
8644,8189,1.0
14759,15829,1.0
15829,14532,1.0
10356,7626,1.0
9705,17612,1.0
12004,7404,1.0
20724,9421,1.0
15286,20724,3.0
14278,8976,1.0
14532,10066,1.0
10066,11403,1.0
11144,12050,1.0
16747,18072,1.0
15455,15171,1.0
15171,12078,1.0
16375,16526,1.0
20857,8444,2.0
14870,9536,1.0
8562,15331,1.0
15331,17859,1.0
16154,8818,6.0
17910,11369,1.0
10044,17313,3.0
15630,17618,1.0
14433,12748,1.0
20481,15170,1.0
20428,7031,2.0
7031,9047,1.0
9047,15056,1.0
11563,7968,1.0
21222,19082,1.0
16491,19595,1.0
16491,19212,6.0
19212,16491,2.0
16491,10524,1.0
14941,16957,1.0
20047,11673,4.0
7738,13325,1.0
13325,19088,4.0
20047,8541,1.0
7738,15908,1.0
7738,8541,1.0
18225,21328,2.0
18578,14123,3.0
19602,9629,1.0
9629,10442,1.0
14076,9628,1.0
9209,9628,1.0
15892,17893,1.0
15835,17893,1.0
9209,15892,1.0
13278,14103,1.0
14103,10650,1.0
16008,7580,1.0
10435,13483,1.0
13483,17999,1.0
17999,14331,1.0
12393,17725,1.0
15329,18637,1.0
18637,20104,1.0
7149,9913,1.0
9913,10984,1.0
7367,7580,1.0
9639,7580,1.0
12171,7796,1.0
12171,16655,1.0
13492,8861,1.0
21154,10101,1.0
9975,19526,1.0
11541,18118,3.0
19242,11541,1.0
11541,12234,1.0
12812,9164,1.0
10873,8463,1.0
8818,16319,1.0
8715,19605,1.0
9430,12798,1.0
8715,14651,1.0
12511,16224,3.0
20694,14532,9.0
10971,11508,1.0
12385,12998,1.0
11470,9146,1.0
8928,15785,2.0
15785,8880,1.0
14808,18273,1.0
18273,7482,1.0
13375,15131,1.0
20262,14627,1.0
19940,8057,1.0
19940,18308,1.0
19846,18308,1.0
7249,8686,2.0
11961,7249,6.0
14093,16953,1.0
16953,8454,1.0
8454,7249,1.0
11961,18606,9.0
18606,16953,1.0
19419,16953,1.0
18606,8686,2.0
16953,19041,1.0
8686,18606,2.0
12766,8190,2.0
19154,20074,2.0
14124,19536,1.0
19536,14124,2.0
14124,20795,2.0
7169,21321,1.0
21321,15924,1.0
18858,20687,1.0
19154,10532,1.0
16224,18866,1.0
16808,8189,1.0
20694,16224,1.0
18606,11967,3.0
11967,7192,2.0
7169,15083,1.0
15083,15729,1.0
20069,8820,1.0
21397,19922,2.0
19256,15797,1.0
10236,14938,1.0
14938,7435,1.0
10118,10685,1.0
11594,14048,1.0
19210,18968,1.0
16410,8820,1.0
14730,20069,2.0
8029,17222,1.0
18606,9240,4.0
9240,16110,1.0
10495,8173,2.0
10844,17986,1.0
7451,9387,1.0
8055,16381,1.0
9859,8510,1.0
13638,9106,1.0
7340,12760,1.0
11500,13625,1.0
8770,13625,1.0
15068,16439,1.0
12928,14124,9.0
10068,7829,1.0
15357,8535,1.0
7973,19911,1.0
19911,7235,1.0
7235,20357,1.0
7494,17279,3.0
13761,15926,1.0
19683,10553,1.0
17708,20069,1.0
11163,16456,1.0
17985,8691,1.0
8691,11121,1.0
11121,15061,1.0
14329,16483,1.0
16483,18755,1.0
18755,20069,1.0
20069,14532,1.0
14532,12439,1.0
8145,17458,1.0
17458,16310,1.0
16310,8029,1.0
8029,20665,1.0
20665,17855,1.0
9920,10665,1.0
10665,10617,1.0
10617,18744,1.0
9288,8691,1.0
11951,8015,1.0
8015,11044,1.0
11044,19218,1.0
19218,12998,1.0
12998,19594,1.0
19594,13394,1.0
13394,19721,1.0
19721,19793,1.0
19793,19721,1.0
19721,20833,1.0
20833,14329,1.0
14329,18881,1.0
13758,19075,1.0
7968,12171,1.0
12171,15754,6.0
15754,7968,1.0
7968,8517,2.0
19141,8444,1.0
8444,14536,1.0
14536,12007,1.0
12007,17501,1.0
17501,14846,1.0
9238,12153,1.0
12153,14124,1.0
14124,21184,1.0
21184,12090,1.0
12090,11521,1.0
11521,13966,1.0
16225,12153,1.0
12153,8757,1.0
8757,21414,1.0
21414,11539,1.0
11539,8607,1.0
8607,21268,1.0
17780,15761,2.0
7682,13372,1.0
13372,9446,1.0
9446,10773,1.0
10773,17780,1.0
15761,9301,1.0
9301,18041,1.0
18041,8587,1.0
14654,12164,1.0
12164,14124,1.0
14124,15250,1.0
18755,7236,1.0
12928,9516,1.0
9516,19961,1.0
19961,15436,1.0
15436,12387,1.0
12387,14919,1.0
14919,15550,2.0
15550,9343,1.0
9343,10337,1.0
10337,10248,1.0
10248,12116,1.0
12116,20890,1.0
20890,16294,1.0
16294,10686,1.0
10686,8304,1.0
8304,15816,1.0
15816,8643,1.0
8643,11220,1.0
8801,16411,1.0
16411,10711,1.0
12335,14145,1.0
14145,6970,1.0
7271,16900,2.0
8085,18980,1.0
18980,14857,1.0
8519,9913,1.0
16178,10420,1.0
10173,16178,1.0
9555,8803,1.0
19154,14124,7.0
18435,20026,2.0
20882,20026,1.0
9209,8474,2.0
19151,10237,1.0
19693,20478,1.0
7852,15472,1.0
20087,15472,1.0
12769,20087,1.0
11275,14149,1.0
14149,14944,1.0
20959,12302,2.0
12302,18081,1.0
18081,8517,1.0
20428,19592,1.0
19592,8517,1.0
8085,20959,1.0
10970,14785,1.0
11182,9870,2.0
9870,11182,1.0
9928,8334,1.0
15088,16699,1.0
9870,14547,1.0
20567,16459,2.0
20567,9928,2.0
9928,21453,1.0
21453,12888,1.0
14542,21453,1.0
21453,8014,1.0
15039,21352,1.0
21352,14389,1.0
12888,15174,1.0
15174,14542,1.0
21453,20567,1.0
9928,19511,3.0
19511,12888,1.0
12888,10837,1.0
10837,21360,1.0
8281,16657,2.0
7366,15422,1.0
15422,7509,1.0
21167,14375,1.0
10806,20959,1.0
18602,14211,1.0
15494,20302,1.0
18602,15494,1.0
15494,9534,1.0
20724,8190,6.0
10442,10650,1.0
9240,10230,1.0
21414,11689,1.0
10867,15166,1.0
15166,8199,1.0
8015,10002,1.0
16053,16526,1.0
13043,21184,1.0
15476,7664,1.0
15476,16526,1.0
15761,9813,1.0
8015,16933,1.0
9093,8207,1.0
14124,20044,7.0
7043,18894,1.0
15882,14770,1.0
19837,19618,1.0
19618,17367,1.0
10012,21268,1.0
17771,10012,1.0
20044,14124,7.0
10012,19940,1.0
19940,21268,1.0
7473,12445,1.0
20176,14627,1.0
9238,19109,1.0
17435,15359,1.0
10553,15275,1.0
7473,7671,1.0
7249,15286,1.0
15286,21318,2.0
16224,20687,1.0
8108,15772,1.0
19553,19058,1.0
17419,14710,1.0
18873,16232,1.0
13675,19419,1.0
18406,18996,1.0
18159,13469,1.0
19537,7860,1.0
9112,18786,1.0
15242,18786,1.0
20504,20788,1.0
15242,15451,1.0
15451,20821,1.0
10442,10744,2.0
8007,17540,1.0
21171,17777,1.0
20428,15957,1.0
13789,15827,1.0
8197,9803,1.0
9803,9240,1.0
21480,12216,1.0
9803,14346,1.0
10441,18790,1.0
13730,10773,1.0
10441,7314,1.0
18041,10441,1.0
16686,16990,1.0
17821,18041,1.0
18041,15761,1.0
15761,17688,1.0
19154,20902,2.0
20902,12956,2.0
12956,12766,1.0
12766,20154,1.0
12988,18788,1.0
18563,7264,1.0
18371,9741,1.0
9741,16178,1.0
16178,19948,1.0
19948,16081,1.0
8331,18479,1.0
16178,14219,4.0
12149,10724,1.0
9082,17153,1.0
17153,19124,1.0
18606,10237,1.0
7455,9585,2.0
10237,8190,1.0
11961,20141,1.0
7724,13796,2.0
13796,12799,1.0
13261,12799,2.0
12799,10676,1.0
20670,16624,1.0
16624,17507,1.0
17507,12799,1.0
20670,11163,2.0
11163,13261,1.0
13261,16624,4.0
16624,12799,4.0
12799,14805,1.0
9238,11042,1.0
11042,19932,1.0
19932,13596,1.0
20670,20150,1.0
20150,12799,1.0
20670,12799,3.0
12799,8593,1.0
12799,12112,1.0
18506,19866,1.0
20670,13261,5.0
13261,11163,1.0
11163,7266,1.0
9238,8820,11.0
8041,16747,1.0
17117,17998,2.0
17998,12777,1.0
8691,13421,1.0
7003,10481,4.0
18219,7003,2.0
11870,7003,1.0
10481,7003,1.0
7003,18219,2.0
7003,10577,1.0
20885,7003,1.0
10481,10185,1.0
11280,7003,1.0
21361,14584,1.0
8925,16178,1.0
16178,18462,2.0
9693,18462,1.0
7964,20926,1.0
20926,9818,1.0
9818,7031,1.0
15514,20174,1.0
20933,9369,1.0
9369,20174,1.0
15514,14322,2.0
14322,20775,1.0
20775,15056,1.0
15056,12288,1.0
12288,9047,1.0
21378,9917,1.0
9917,20428,1.0
8274,7968,5.0
10768,20151,1.0
18777,20308,1.0
20106,7560,1.0
7560,12611,1.0
20106,19567,1.0
12103,10049,1.0
12103,14084,4.0
14275,12103,1.0
13541,20308,5.0
20308,8256,1.0
14084,19141,1.0
19141,7266,1.0
19917,11144,1.0
16164,12324,1.0
20975,17812,1.0
11144,16164,1.0
11895,16376,1.0
19859,8054,1.0
9946,15250,1.0
9752,15630,3.0
15630,19119,1.0
19119,15093,1.0
19119,8441,1.0
8441,18301,1.0
18301,18055,1.0
18055,12350,1.0
12350,8314,1.0
8314,11041,1.0
11041,18882,1.0
11129,7493,1.0
19959,8604,1.0
8604,18745,1.0
18745,14124,1.0
9081,14814,1.0
7682,9240,1.0
8132,8157,1.0
20234,12150,5.0
11072,17980,1.0
17980,16015,1.0
13730,11895,1.0
7491,18186,1.0
8658,11137,1.0
15816,20221,1.0
12766,16384,1.0
20019,18118,1.0
13342,15036,1.0
15036,15829,1.0
15829,8692,1.0
8692,7678,1.0
16878,12044,1.0
16144,18729,1.0
8190,7249,6.0
21038,8706,1.0
12809,17821,1.0
17168,7933,1.0
7933,10962,2.0
12928,10184,3.0
10184,17913,1.0
12198,14714,1.0
14714,12198,1.0
13105,12025,1.0
16197,10095,1.0
13736,18160,1.0
12738,8339,2.0
19231,13197,2.0
13197,9245,1.0
19315,19116,3.0
19116,16713,1.0
19970,19224,1.0
9993,10185,1.0
14015,21188,1.0
12332,18064,1.0
12997,19574,3.0
11751,12997,2.0
20453,19574,9.0
19574,7902,1.0
19574,15622,1.0
20453,11751,1.0
19461,20453,2.0
19461,17127,1.0
17127,19461,1.0
17127,12997,1.0
19574,7621,1.0
17127,7621,1.0
12997,20453,1.0
15849,12729,1.0
9240,7249,4.0
18041,13372,5.0
17821,8337,1.0
15986,18081,1.0
8497,14542,1.0
19241,17867,1.0
17054,14214,1.0
10301,14712,1.0
16812,17603,1.0
17603,7658,1.0
7658,8861,1.0
8861,8767,1.0
8767,19864,1.0
19864,20779,1.0
20779,14968,1.0
14968,10379,1.0
20779,16812,1.0
16812,18148,2.0
18148,18479,1.0
18479,13698,2.0
13698,8179,1.0
8179,14712,1.0
16812,18479,1.0
18479,18483,1.0
18483,10407,1.0
10407,18045,1.0
18045,16812,1.0
20779,16596,1.0
16596,9706,2.0
9706,12338,2.0
12338,14968,1.0
9151,8179,3.0
8179,18235,1.0
18235,10079,1.0
19992,20033,2.0
20033,15118,1.0
9151,19864,1.0
15118,8181,1.0
8181,14027,1.0
14027,19593,1.0
19593,13698,1.0
13698,14968,1.0
14968,9151,1.0
9151,14712,4.0
14712,9151,1.0
10379,9151,2.0
20779,19864,1.0
9151,18628,2.0
18148,14027,1.0
14027,20681,1.0
20681,19992,1.0
19992,12338,1.0
12338,10824,1.0
10824,21005,1.0
21005,14968,1.0
20779,11472,3.0
11472,17618,2.0
20779,10309,2.0
10309,9547,1.0
11472,9547,2.0
9547,15606,1.0
17618,9547,1.0
9547,17618,2.0
17618,15883,2.0
15883,15118,2.0
15118,10824,1.0
10824,10079,1.0
10309,17618,1.0
19507,17618,1.0
20779,9547,1.0
9547,12092,1.0
10309,11472,1.0
20779,17618,1.0
17156,9547,1.0
9547,9151,1.0
9547,15883,1.0
15118,12338,1.0
15650,17618,1.0
12092,7644,1.0
8589,9393,1.0
16812,8589,1.0
8589,15058,1.0
11348,9161,1.0
15544,18363,1.0
13494,21388,1.0
13494,11535,1.0
11535,11548,1.0
11548,9478,2.0
19597,12235,1.0
7925,8730,4.0
8730,11535,1.0
14124,15894,1.0
15894,14075,1.0
14075,9552,1.0
17189,18103,1.0
12235,19445,1.0
20044,18606,1.0
18606,13732,1.0
20044,15636,2.0
11314,14688,6.0
18825,14584,1.0
14688,14584,2.0
11314,14584,1.0
14584,8506,1.0
14584,14473,1.0
18606,19629,2.0
17512,14350,1.0
17512,18255,2.0
17512,18189,1.0
18187,13133,1.0
17512,8030,1.0
17512,11870,1.0
17512,8450,1.0
17512,19089,1.0
16024,18290,1.0
17512,18134,1.0
17512,20889,1.0
17512,15109,1.0
9106,7709,1.0
8953,21347,1.0
12766,12259,1.0
19154,13611,1.0
12385,17806,1.0
11429,10002,1.0
7362,10859,2.0
10859,15399,1.0
15399,19537,1.0
18809,8820,1.0
12655,20986,1.0
12662,8794,1.0
8794,8190,1.0
8190,16544,1.0
21249,17718,2.0
18379,16058,1.0
18379,21282,1.0
21282,18379,1.0
8794,14951,1.0
12747,16979,1.0
16979,15656,2.0
15656,14084,1.0
14084,18216,1.0
18216,15758,1.0
15758,21074,1.0
8988,21317,1.0
17985,17181,1.0
17181,8299,1.0
8299,21317,1.0
21317,8988,1.0
8988,18216,2.0
18216,8464,2.0
9245,21074,2.0
7036,14629,1.0
14629,8988,1.0
8464,20774,1.0
10281,12863,3.0
12863,19715,1.0
19715,6956,2.0
8854,13737,1.0
19645,8988,1.0
8988,20871,1.0
20871,13737,1.0
17625,12767,1.0
10586,8754,5.0
8754,9319,1.0
9971,15211,8.0
8754,10586,1.0
10586,7297,1.0
7297,8754,1.0
7968,16843,1.0
19267,18124,1.0
18124,6996,1.0
18144,14295,1.0
14295,14037,1.0
19267,6996,1.0
15355,12651,1.0
17695,19562,1.0
10212,7983,1.0
17695,13046,2.0
7304,16391,5.0
13046,10212,1.0
16742,11782,1.0
9307,16391,1.0
16391,9737,1.0
15885,17280,1.0
11060,16391,1.0
12255,16391,22.0
16391,7304,2.0
12255,13110,1.0
13110,16391,1.0
16391,14531,1.0
14531,12255,1.0
17900,10076,1.0
10958,14203,1.0
12678,13585,2.0
13585,13295,1.0
10364,16274,1.0
16274,11880,1.0
7203,9868,1.0
14426,8764,1.0
8764,21145,1.0
21145,14079,1.0
14079,8382,1.0
19783,16339,1.0
20787,16378,1.0
10554,17618,1.0
10554,18859,1.0
11212,10528,1.0
9837,10174,1.0
8173,11593,1.0
11593,8866,1.0
6976,7171,1.0
7171,14919,1.0
11964,7827,1.0
7827,21416,1.0
11848,15316,1.0
7939,20385,1.0
8324,10582,1.0
7827,11570,1.0
11241,21416,1.0
21416,8806,1.0
11034,17988,1.0
17439,21072,1.0
14921,21582,1.0
15280,9858,3.0
10499,9410,1.0
15165,18003,1.0
18003,19270,1.0
11369,12909,1.0
16747,15122,1.0
19898,18606,1.0
18606,19668,1.0
9910,9171,1.0
9171,7664,1.0
14882,20443,1.0
11072,15040,2.0
8854,9707,1.0
9707,21131,1.0
21131,14667,1.0
19154,18606,8.0
11369,19940,1.0
9802,20136,1.0
9240,19154,5.0
19154,21142,1.0
12926,12260,1.0
14597,12529,1.0
17821,18396,1.0
19531,12385,1.0
14124,11961,1.0
13191,8677,1.0
8972,7041,1.0
18913,16372,1.0
14124,12035,1.0
12216,15761,1.0
15761,16709,2.0
8725,20102,1.0
20102,12956,2.0
12535,15857,2.0
14124,19837,4.0
19837,14758,1.0
12328,17622,1.0
17622,16012,1.0
16012,8998,1.0
8998,14774,1.0
14774,16012,1.0
16012,14993,1.0
12190,9997,1.0
18913,16012,1.0
17078,13635,1.0
20737,13865,1.0
10135,7764,1.0
7764,14431,1.0
20737,9821,1.0
9821,13259,1.0
8441,7041,1.0
7041,21468,1.0
20591,12186,1.0
12186,17622,1.0
17622,9573,1.0
9573,16012,1.0
16012,20717,2.0
10135,14431,1.0
14431,16012,1.0
20591,15427,1.0
15427,15463,1.0
15463,17356,1.0
17356,10827,1.0
10827,15820,1.0
15820,17057,1.0
17057,16870,1.0
16870,10135,1.0
20737,10625,1.0
9821,19036,1.0
19036,8972,1.0
8972,16012,1.0
14593,7968,1.0
7968,12358,5.0
12358,8945,1.0
7422,16012,1.0
16012,15463,2.0
15463,17622,1.0
17622,13162,1.0
17622,16954,1.0
16954,14119,1.0
14119,13162,1.0
8848,12190,1.0
13162,20737,1.0
20737,18943,1.0
10604,17746,1.0
7268,10604,17.0
10604,12961,2.0
18148,8776,1.0
7968,19890,3.0
19890,14430,1.0
10604,13338,1.0
17256,7268,1.0
10604,20435,1.0
12961,10604,1.0
10604,6978,1.0
7031,17256,1.0
17256,12697,1.0
12697,8776,1.0
18118,8517,1.0
10604,8776,1.0
7268,6978,3.0
11212,7268,1.0
7968,8463,4.0
7268,14868,1.0
14868,15739,1.0
19708,7743,1.0
7743,10087,1.0
10087,18923,1.0
12435,8876,1.0
18289,9074,1.0
9074,21564,1.0
21564,7987,1.0
10604,11714,1.0
11714,17256,1.0
8776,10604,1.0
7268,12961,1.0
7268,7968,1.0
17960,8517,1.0
12548,17213,1.0
17213,8517,3.0
7268,11507,1.0
11507,12252,4.0
12252,13445,1.0
13445,7268,1.0
16730,8776,1.0
7268,17960,1.0
10873,15739,1.0
15739,8776,1.0
19736,8517,1.0
7968,10873,1.0
10411,16890,1.0
21136,15883,1.0
15883,13803,1.0
7268,20009,1.0
7268,10092,1.0
17181,16450,1.0
18019,16529,1.0
21109,18019,1.0
9245,16293,7.0
9245,17181,2.0
17181,19122,3.0
14224,10141,1.0
10141,8883,1.0
21268,9166,1.0
16779,7173,2.0
18513,18284,1.0
18284,15203,1.0
15203,20850,1.0
7173,16677,1.0
7173,19824,2.0
11637,7104,1.0
18290,7683,1.0
14952,17774,1.0
17340,14168,1.0
14486,18754,2.0
7728,21446,1.0
9799,17912,1.0
21004,12810,1.0
12042,12257,24.0
12257,19477,1.0
12257,12042,8.0
10762,11421,2.0
18231,14124,2.0
9137,7514,1.0
19261,17799,1.0
9980,19197,1.0
13047,12967,1.0
15598,7968,1.0
20334,8029,1.0
15099,17339,1.0
16799,10963,1.0
16447,9088,1.0
12676,9941,1.0
15721,19048,1.0
14124,19190,3.0
8719,11044,1.0
14873,8517,3.0
15176,8854,1.0
15171,20052,1.0
11072,17740,1.0
13730,15361,6.0
8409,20096,1.0
7479,17538,1.0
7479,13516,1.0
16376,13730,1.0
7479,10235,1.0
14760,20096,1.0
14207,13730,1.0
13730,15423,2.0
13516,10021,1.0
10249,20724,2.0
15060,10460,1.0
11073,18707,1.0
16726,12858,1.0
12858,15866,1.0
15866,12207,1.0
15033,15218,1.0
15694,10766,1.0
10766,20724,2.0
7173,18480,1.0
12928,20724,4.0
20724,7249,1.0
7173,9606,1.0
16203,19380,15.0
18148,19380,21.0
16203,18148,24.0
8919,18148,2.0
18148,8838,1.0
8919,16203,2.0
19148,18148,1.0
16203,12252,17.0
20070,12252,1.0
12252,19380,3.0
20070,16203,1.0
17642,14584,1.0
18046,15630,1.0
21545,13632,1.0
9842,13302,1.0
21204,17100,1.0
16154,17406,1.0
17462,21204,1.0
15391,20007,1.0
20007,21477,1.0
21477,9806,1.0
9806,18698,1.0
18698,13277,1.0
13277,12476,2.0
12476,9186,2.0
9685,18787,1.0
9186,10499,1.0
10499,17593,1.0
19619,8206,1.0
8206,14396,1.0
14396,14300,1.0
10048,10745,3.0
7720,13432,1.0
10048,12945,1.0
9156,13054,1.0
10048,13054,1.0
10745,10048,2.0
16178,18788,1.0
21333,9865,1.0
8444,20694,1.0
14532,8189,2.0
8189,9171,9.0
8189,20100,1.0
12439,20052,1.0
20052,9269,1.0
20774,7865,3.0
7865,8854,1.0
8854,11922,3.0
20694,12511,1.0
9132,18882,1.0
18882,12801,1.0
12801,15493,1.0
15056,14727,1.0
14727,16170,1.0
16170,17091,1.0
17091,20101,1.0
20101,18626,1.0
18626,10407,4.0
10407,9706,1.0
18479,7776,1.0
7776,18792,1.0
20428,17512,1.0
17512,20573,1.0
20573,17022,1.0
10407,15630,1.0
15630,14763,1.0
14763,8465,1.0
8465,7776,1.0
9706,18626,2.0
9489,9706,1.0
9706,10407,1.0
10407,18626,6.0
7776,9706,2.0
16735,17135,1.0
17135,19060,1.0
19060,17022,1.0
7776,16611,1.0
16611,20406,1.0
20406,16352,3.0
16352,18626,1.0
16655,18637,1.0
11507,12171,9.0
10407,18483,2.0
18483,7776,1.0
7776,16511,1.0
10407,15133,1.0
15133,18788,1.0
18788,7789,1.0
10407,11507,6.0
12171,12988,1.0
11507,13467,5.0
11212,11564,1.0
11564,9756,1.0
9756,9917,1.0
8611,14871,1.0
14871,10475,1.0
10475,12967,1.0
12967,16655,1.0
16655,10407,1.0
18626,8181,1.0
8181,7776,2.0
10407,10677,1.0
10677,15200,1.0
15200,7968,1.0
7968,14725,1.0
14725,14158,1.0
14158,14581,1.0
10407,7776,4.0
9121,20573,1.0
13325,7804,1.0
17236,15493,1.0
15493,16497,1.0
16497,7410,1.0
7410,15056,1.0
18626,11507,1.0
12171,20943,1.0
11230,18770,2.0
18770,7412,1.0
11507,10407,3.0
7031,18855,2.0
9424,18626,1.0
14581,18637,1.0
18637,18770,1.0
18770,12117,6.0
10407,7128,2.0
7128,9913,1.0
9913,7503,2.0
7503,7968,1.0
7968,14298,1.0
14298,18955,1.0
18955,21559,1.0
21559,18479,1.0
18479,10407,2.0
10407,18770,3.0
11230,9795,1.0
9795,14581,4.0
14581,10624,1.0
10624,9543,1.0
12180,18770,1.0
12368,10478,1.0
9807,14324,1.0
9886,17390,1.0
17390,14871,1.0
14871,18161,1.0
18161,14725,1.0
18637,9543,1.0
19970,10407,1.0
18770,18626,1.0
18626,10344,1.0
7776,14581,1.0
14581,18770,1.0
18770,9795,6.0
12117,9795,1.0
18770,9121,1.0
19605,11230,1.0
18770,15183,5.0
15183,10407,1.0
11507,18770,1.0
14581,11230,1.0
11230,18626,1.0
12117,18770,1.0
20428,20101,5.0
20101,10407,2.0
10407,15183,2.0
10407,11230,1.0
11230,14581,1.0
7776,20406,1.0
20101,7652,1.0
8181,7149,2.0
7149,11230,1.0
17658,14581,1.0
