poi,catg,delta_times
12893,21653,1.0
16071,21836,1.0
18183,21759,1.0
16572,21730,1.0
17445,21934,1.0
19593,21875,1.0
13846,21673,1.0
17493,21666,1.0
15509,21688,1.0
13714,21884,1.0
12756,21739,1.0
11734,21635,1.0
20648,21934,1.0
9430,21723,1.0
15279,21733,1.0
11341,21763,1.0
12998,21874,1.0
21428,21783,1.0
12175,21625,1.0
9948,21782,1.0
12516,21934,1.0
8540,21933,1.0
11557,21678,1.0
11958,21934,1.0
12499,21934,1.0
19611,21753,1.0
14645,21934,1.0
19416,21645,1.0
12142,21934,1.0
18667,21934,1.0
21362,21630,1.0
9884,21710,1.0
9989,21934,1.0
7331,21678,1.0
18046,21934,1.0
10523,21933,1.0
13115,21782,1.0
20888,21763,1.0
16859,21836,1.0
16229,21933,1.0
14601,21753,1.0
14501,21815,1.0
17291,21914,1.0
11143,21647,1.0
10942,21753,1.0
15452,21667,1.0
14466,21891,1.0
10407,21933,1.0
15543,21654,1.0
11688,21815,1.0
11915,21609,1.0
10007,21769,1.0
14845,21933,1.0
19841,21772,1.0
8930,21704,1.0
12810,21667,1.0
9741,21862,1.0
9752,21933,1.0
17022,21688,1.0
11369,21635,1.0
15879,21635,1.0
8943,21620,1.0
13525,21820,1.0
10003,21871,1.0
10731,21748,1.0
12573,21635,1.0
21290,21757,1.0
20542,21790,1.0
8719,21798,1.0
14610,21752,1.0
20325,21752,1.0
9000,21933,1.0
19141,21862,1.0
12553,21757,1.0
10450,21666,1.0
13024,21635,1.0
11919,21840,1.0
7581,21609,1.0
16121,21635,1.0
10541,21609,1.0
15749,21718,1.0
12160,21688,1.0
7232,21666,1.0
7816,21635,1.0
15660,21645,1.0
20773,21635,1.0
11825,21609,1.0
13327,21933,1.0
8855,21609,1.0
10382,21787,1.0
15057,21786,1.0
20682,21815,1.0
11440,21757,1.0
18235,21836,1.0
8998,21678,1.0
8956,21879,1.0
7894,21653,1.0
8944,21931,1.0
7396,21667,1.0
21192,21935,1.0
8405,21922,1.0
11930,21783,1.0
9614,21635,1.0
10137,21666,1.0
16949,21757,1.0
11600,21879,1.0
11994,21759,1.0
11304,21779,1.0
15634,21635,1.0
7763,21899,1.0
9187,21879,1.0
9341,21779,1.0
13456,21886,1.0
16793,21898,1.0
21492,21645,1.0
7754,21713,1.0
13277,21918,1.0
16319,21666,1.0
9325,21898,1.0
20963,21764,1.0
19896,21753,1.0
8967,21609,1.0
12510,21815,1.0
12494,21898,1.0
13590,21918,1.0
20439,21757,1.0
9853,21609,1.0
14358,21640,1.0
12671,21728,1.0
14192,21739,1.0
18294,21944,1.0
9840,21695,1.0
15009,21898,1.0
11749,21835,1.0
18672,21886,1.0
10191,21914,1.0
11119,21635,1.0
16935,21739,1.0
13880,21886,1.0
16808,21666,1.0
13927,21630,1.0
20052,21825,1.0
6995,21738,1.0
19780,21884,1.0
18254,21771,1.0
12138,21933,1.0
21129,21708,1.0
10785,21829,1.0
19474,21630,1.0
18858,21688,1.0
15331,21899,1.0
10141,21790,1.0
19802,21688,1.0
21036,21862,1.0
21233,21879,1.0
15101,21609,1.0
11998,21652,1.0
11337,21666,1.0
16524,21862,1.0
18322,21630,1.0
7404,21934,1.0
19807,21710,1.0
11787,21635,1.0
11753,21678,1.0
11277,21754,1.0
15063,21618,1.0
10316,21713,1.0
7233,21914,1.0
9704,21659,1.0
7312,21710,1.0
15750,21727,1.0
13005,21813,1.0
12509,21923,1.0
20037,21757,1.0
11357,21635,1.0
7208,21666,1.0
20694,21635,1.0
19116,21934,1.0
7517,21872,1.0
11584,21666,1.0
11853,21757,1.0
8666,21857,1.0
8504,21890,1.0
9970,21771,1.0
15094,21757,1.0
7220,21891,1.0
21466,21862,1.0
18865,21682,1.0
21225,21928,1.0
11546,21918,1.0
12201,21688,1.0
15964,21787,1.0
21119,21779,1.0
14131,21635,1.0
11529,21934,1.0
16382,21630,1.0
7399,21630,1.0
13212,21783,1.0
8680,21787,1.0
7185,21918,1.0
19645,21678,1.0
6985,21933,1.0
17010,21890,1.0
19910,21820,1.0
12738,21715,1.0
15176,21933,1.0
8108,21666,1.0
16594,21770,1.0
14714,21857,1.0
7077,21688,1.0
20282,21783,1.0
11704,21666,1.0
8513,21880,1.0
14920,21862,1.0
16770,21885,1.0
11376,21921,1.0
21496,21784,1.0
7050,21763,1.0
13384,21763,1.0
15575,21774,1.0
9819,21713,1.0
13560,21862,1.0
14876,21642,1.0
10103,21815,1.0
9034,21630,1.0
16135,21630,1.0
10928,21630,1.0
9696,21619,1.0
12232,21739,1.0
12846,21833,1.0
7282,21795,1.0
16574,21678,1.0
12915,21944,1.0
16471,21879,1.0
13052,21890,1.0
16581,21779,1.0
19108,21733,1.0
19400,21899,1.0
10363,21666,1.0
11540,21753,1.0
8708,21891,1.0
16932,21758,1.0
16877,21783,1.0
13432,21871,1.0
17714,21922,1.0
8288,21628,1.0
13736,21753,1.0
6965,21772,1.0
9673,21833,1.0
14541,21772,1.0
8274,21934,1.0
19273,21772,1.0
8132,21666,1.0
7704,21752,1.0
9148,21698,1.0
13421,21630,1.0
13180,21886,1.0
8725,21886,1.0
13730,21635,1.0
15336,21688,1.0
17812,21886,1.0
9337,21886,1.0
17310,21688,1.0
8344,21753,1.0
8001,21688,1.0
21276,21763,1.0
13808,21609,1.0
17600,21840,1.0
19032,21879,1.0
13894,21787,1.0
17057,21840,1.0
13577,21779,1.0
21579,21892,1.0
13085,21857,1.0
10625,21826,1.0
13012,21826,1.0
14117,21688,1.0
12786,21834,1.0
11981,21727,1.0
20827,21763,1.0
14695,21645,1.0
20544,21798,1.0
14055,21727,1.0
14653,21733,1.0
15816,21635,1.0
15346,21688,1.0
18903,21630,1.0
14402,21757,1.0
16961,21752,1.0
11660,21609,1.0
17910,21688,1.0
13333,21898,1.0
11659,21695,1.0
10207,21857,1.0
15602,21898,1.0
7225,21944,1.0
18968,21666,1.0
11588,21875,1.0
10988,21910,1.0
20020,21690,1.0
19198,21727,1.0
8615,21933,1.0
21587,21678,1.0
11968,21666,1.0
10665,21918,1.0
15916,21886,1.0
15799,21609,1.0
13144,21936,1.0
8825,21695,1.0
17985,21896,1.0
19757,21898,1.0
15651,21609,1.0
8676,21771,1.0
7427,21933,1.0
20315,21688,1.0
16569,21678,1.0
18685,21898,1.0
10049,21918,1.0
7253,21918,1.0
15656,21896,1.0
9310,21918,1.0
15467,21695,1.0
9081,21918,1.0
16744,21815,1.0
11809,21666,1.0
15218,21791,1.0
14661,21941,1.0
18436,21666,1.0
20715,21834,1.0
19229,21898,1.0
9799,21630,1.0
17821,21798,1.0
18478,21753,1.0
19029,21905,1.0
14502,21815,1.0
14690,21739,1.0
11294,21718,1.0
16768,21815,1.0
20058,21857,1.0
8304,21782,1.0
20258,21898,1.0
7418,21668,1.0
8587,21635,1.0
11543,21862,1.0
10963,21630,1.0
19982,21913,1.0
16709,21778,1.0
15761,21848,1.0
14378,21886,1.0
21482,21769,1.0
13222,21638,1.0
20624,21886,1.0
18847,21644,1.0
18616,21635,1.0
19714,21757,1.0
17147,21753,1.0
12886,21666,1.0
20126,21763,1.0
16314,21944,1.0
10699,21856,1.0
12569,21806,1.0
16008,21815,1.0
14104,21820,1.0
12348,21817,1.0
21203,21666,1.0
9062,21806,1.0
11707,21607,1.0
13233,21879,1.0
13205,21688,1.0
11918,21934,1.0
19984,21688,1.0
18537,21638,1.0
20635,21642,1.0
14219,21886,1.0
18852,21770,1.0
14141,21753,1.0
7635,21890,1.0
8945,21875,1.0
10601,21733,1.0
20792,21666,1.0
7384,21666,1.0
8505,21666,1.0
21243,21913,1.0
14571,21666,1.0
8700,21686,1.0
8159,21838,1.0
11638,21748,1.0
17406,21763,1.0
15031,21695,1.0
17220,21638,1.0
18250,21666,1.0
6974,21666,1.0
18080,21739,1.0
15510,21666,1.0
7010,21727,1.0
12825,21666,1.0
16552,21630,1.0
16289,21738,1.0
8387,21686,1.0
17384,21666,1.0
12431,21857,1.0
9846,21779,1.0
20244,21898,1.0
12709,21857,1.0
7556,21879,1.0
8168,21714,1.0
21124,21772,1.0
18694,21944,1.0
13711,21896,1.0
13428,21923,1.0
20173,21820,1.0
14519,21739,1.0
8733,21753,1.0
14357,21815,1.0
21049,21666,1.0
11387,21605,1.0
10266,21879,1.0
16883,21723,1.0
17705,21666,1.0
12374,21798,1.0
18692,21835,1.0
9343,21779,1.0
13650,21779,1.0
20540,21739,1.0
11752,21891,1.0
13954,21733,1.0
14276,21666,1.0
8358,21783,1.0
7787,21782,1.0
14913,21733,1.0
21600,21809,1.0
21234,21609,1.0
16802,21697,1.0
8294,21914,1.0
7532,21635,1.0
20965,21783,1.0
20099,21783,1.0
15244,21678,1.0
15758,21728,1.0
11861,21635,1.0
7400,21886,1.0
14948,21697,1.0
10481,21879,1.0
14771,21739,1.0
10292,21934,1.0
16900,21820,1.0
19089,21934,1.0
12903,21739,1.0
19558,21865,1.0
21343,21914,1.0
19380,21688,1.0
12932,21898,1.0
16596,21886,1.0
14311,21879,1.0
10728,21753,1.0
8212,21739,1.0
15544,21730,1.0
11959,21823,1.0
10138,21645,1.0
18826,21862,1.0
16012,21918,1.0
16954,21737,1.0
13201,21787,1.0
15116,21892,1.0
7294,21667,1.0
18934,21757,1.0
16646,21857,1.0
20486,21898,1.0
11996,21774,1.0
18609,21758,1.0
7567,21934,1.0
10562,21802,1.0
10291,21813,1.0
13558,21609,1.0
11562,21723,1.0
15951,21842,1.0
18560,21710,1.0
8775,21662,1.0
7795,21815,1.0
9756,21693,1.0
17065,21720,1.0
13415,21609,1.0
18179,21815,1.0
9242,21635,1.0
11212,21934,1.0
21509,21720,1.0
17313,21886,1.0
7053,21779,1.0
9104,21739,1.0
17152,21688,1.0
17374,21733,1.0
16236,21667,1.0
12938,21739,1.0
17103,21821,1.0
19707,21857,1.0
9900,21688,1.0
12592,21879,1.0
11209,21842,1.0
12025,21824,1.0
8367,21635,1.0
20008,21914,1.0
19792,21825,1.0
15877,21752,1.0
21001,21666,1.0
15912,21886,1.0
11950,21635,1.0
15240,21688,1.0
7666,21635,1.0
10885,21815,1.0
19869,21625,1.0
17255,21630,1.0
21103,21862,1.0
15704,21783,1.0
8154,21898,1.0
17298,21886,1.0
7736,21688,1.0
16339,21879,1.0
9776,21727,1.0
14959,21779,1.0
20834,21688,1.0
16143,21772,1.0
10214,21666,1.0
9665,21753,1.0
7203,21944,1.0
20403,21688,1.0
19571,21640,1.0
13924,21630,1.0
21238,21914,1.0
9783,21911,1.0
11840,21862,1.0
15834,21918,1.0
17650,21641,1.0
11759,21757,1.0
18809,21933,1.0
18904,21898,1.0
8638,21630,1.0
13488,21898,1.0
15772,21638,1.0
16269,21884,1.0
15903,21836,1.0
10723,21763,1.0
10016,21731,1.0
8518,21773,1.0
14005,21744,1.0
14865,21635,1.0
18923,21737,1.0
15056,21769,1.0
19708,21688,1.0
16231,21779,1.0
13325,21635,1.0
9818,21896,1.0
16951,21696,1.0
7987,21899,1.0
17402,21638,1.0
21564,21688,1.0
18548,21635,1.0
16508,21879,1.0
17649,21720,1.0
14602,21839,1.0
15529,21836,1.0
11451,21740,1.0
6963,21779,1.0
14985,21674,1.0
11324,21797,1.0
10598,21815,1.0
8403,21836,1.0
17308,21826,1.0
19988,21739,1.0
19255,21862,1.0
7813,21879,1.0
15780,21859,1.0
9315,21727,1.0
18410,21717,1.0
7347,21896,1.0
8231,21609,1.0
21416,21898,1.0
9302,21898,1.0
17611,21678,1.0
10174,21898,1.0
18194,21748,1.0
9411,21635,1.0
19986,21896,1.0
13992,21739,1.0
15519,21898,1.0
20388,21898,1.0
9217,21763,1.0
9377,21753,1.0
7459,21783,1.0
9895,21778,1.0
12728,21727,1.0
12712,21688,1.0
12401,21858,1.0
17531,21836,1.0
14513,21857,1.0
10239,21857,1.0
20059,21609,1.0
11888,21645,1.0
7385,21678,1.0
9138,21737,1.0
16316,21820,1.0
14284,21820,1.0
11505,21914,1.0
9797,21913,1.0
17814,21674,1.0
9300,21914,1.0
10199,21635,1.0
19262,21678,1.0
10381,21833,1.0
10539,21638,1.0
15931,21733,1.0
10677,21645,1.0
18582,21625,1.0
10745,21871,1.0
11914,21783,1.0
10675,21783,1.0
11466,21739,1.0
7003,21645,1.0
20625,21800,1.0
12627,21834,1.0
20803,21666,1.0
10346,21820,1.0
16677,21757,1.0
8975,21730,1.0
8229,21666,1.0
13395,21918,1.0
18784,21914,1.0
11550,21878,1.0
19366,21795,1.0
10477,21779,1.0
16042,21879,1.0
10066,21739,1.0
18105,21688,1.0
18610,21899,1.0
20716,21854,1.0
11231,21635,1.0
17789,21898,1.0
12487,21840,1.0
20864,21609,1.0
10520,21891,1.0
11123,21739,1.0
14783,21621,1.0
21083,21609,1.0
18063,21609,1.0
13446,21871,1.0
20914,21779,1.0
16258,21834,1.0
18338,21779,1.0
7738,21753,1.0
7631,21711,1.0
10887,21695,1.0
14289,21933,1.0
13851,21823,1.0
7104,21914,1.0
19100,21621,1.0
12207,21886,1.0
15534,21933,1.0
13246,21645,1.0
11069,21666,1.0
14161,21645,1.0
19925,21833,1.0
13169,21914,1.0
8262,21862,1.0
13399,21718,1.0
15907,21688,1.0
18958,21888,1.0
7227,21635,1.0
8458,21914,1.0
17333,21635,1.0
19779,21609,1.0
17949,21783,1.0
15866,21765,1.0
18360,21697,1.0
7416,21739,1.0
20671,21898,1.0
17360,21933,1.0
6989,21844,1.0
16637,21666,1.0
13323,21914,1.0
20968,21835,1.0
9392,21603,1.0
15913,21914,1.0
21307,21688,1.0
13477,21898,1.0
11637,21615,1.0
14190,21862,1.0
7590,21779,1.0
10801,21886,1.0
20200,21609,1.0
19368,21898,1.0
8761,21666,1.0
16686,21638,1.0
21592,21688,1.0
18041,21635,1.0
9903,21835,1.0
7324,21871,1.0
10057,21835,1.0
11569,21815,1.0
17967,21754,1.0
19556,21688,1.0
14394,21630,1.0
15006,21640,1.0
13973,21640,1.0
11083,21678,1.0
14994,21835,1.0
15292,21862,1.0
21565,21666,1.0
7967,21666,1.0
21436,21783,1.0
20483,21928,1.0
19040,21667,1.0
17758,21666,1.0
10798,21688,1.0
13722,21630,1.0
15961,21645,1.0
13891,21757,1.0
13093,21635,1.0
15918,21913,1.0
14936,21918,1.0
15784,21674,1.0
20720,21835,1.0
12926,21763,1.0
15945,21779,1.0
12813,21666,1.0
20851,21804,1.0
9191,21820,1.0
19730,21842,1.0
9953,21862,1.0
13401,21899,1.0
18991,21653,1.0
16139,21666,1.0
18392,21666,1.0
11785,21619,1.0
9219,21914,1.0
8787,21863,1.0
12091,21790,1.0
10419,21733,1.0
16285,21840,1.0
16315,21720,1.0
21235,21887,1.0
14727,21820,1.0
9645,21709,1.0
15948,21709,1.0
18855,21820,1.0
17950,21757,1.0
20858,21935,1.0
11360,21688,1.0
16507,21842,1.0
20179,21609,1.0
18698,21609,1.0
14625,21609,1.0
13793,21813,1.0
9805,21609,1.0
9527,21748,1.0
8981,21741,1.0
21558,21914,1.0
21011,21718,1.0
8999,21918,1.0
12649,21609,1.0
18499,21871,1.0
12352,21635,1.0
18956,21835,1.0
9949,21609,1.0
18507,21933,1.0
10220,21933,1.0
15493,21888,1.0
21525,21753,1.0
8564,21933,1.0
18203,21770,1.0
14493,21933,1.0
9724,21797,1.0
11619,21933,1.0
7256,21707,1.0
16203,21933,1.0
10134,21710,1.0
10489,21739,1.0
16435,21710,1.0
11636,21630,1.0
19902,21601,1.0
12641,21863,1.0
9309,21763,1.0
12670,21753,1.0
13124,21933,1.0
11836,21933,1.0
8782,21787,1.0
17848,21769,1.0
10571,21609,1.0
12522,21609,1.0
8222,21715,1.0
9075,21879,1.0
16024,21739,1.0
10847,21879,1.0
10510,21733,1.0
12297,21934,1.0
14946,21699,1.0
8640,21713,1.0
12296,21862,1.0
21173,21783,1.0
20877,21798,1.0
7673,21615,1.0
17009,21630,1.0
12856,21913,1.0
15358,21913,1.0
21277,21654,1.0
7322,21688,1.0
10561,21842,1.0
12689,21886,1.0
9594,21913,1.0
8385,21678,1.0
10606,21666,1.0
12565,21688,1.0
19642,21727,1.0
11328,21733,1.0
14687,21630,1.0
12325,21635,1.0
7403,21757,1.0
14733,21815,1.0
20707,21752,1.0
10170,21668,1.0
18898,21652,1.0
11886,21805,1.0
8411,21899,1.0
8260,21688,1.0
8818,21899,1.0
14747,21784,1.0
11002,21671,1.0
11241,21678,1.0
16145,21630,1.0
21584,21779,1.0
14422,21635,1.0
11890,21678,1.0
19086,21934,1.0
17345,21635,1.0
18104,21779,1.0
12878,21601,1.0
17561,21601,1.0
19233,21898,1.0
20206,21898,1.0
11865,21675,1.0
20103,21718,1.0
20510,21888,1.0
9786,21879,1.0
13418,21765,1.0
17855,21820,1.0
6992,21944,1.0
16991,21733,1.0
20801,21709,1.0
19132,21779,1.0
13407,21751,1.0
19483,21921,1.0
20678,21642,1.0
10810,21798,1.0
14626,21779,1.0
11706,21914,1.0
17362,21815,1.0
17366,21688,1.0
15771,21896,1.0
17826,21678,1.0
11675,21862,1.0
18605,21899,1.0
19243,21758,1.0
11267,21759,1.0
10511,21881,1.0
21468,21815,1.0
19457,21666,1.0
14255,21624,1.0
7926,21749,1.0
9773,21618,1.0
19947,21835,1.0
7857,21703,1.0
15373,21753,1.0
7485,21666,1.0
17134,21666,1.0
10996,21630,1.0
19941,21732,1.0
18184,21624,1.0
17648,21906,1.0
14368,21630,1.0
21146,21635,1.0
15734,21688,1.0
12680,21759,1.0
13509,21835,1.0
17603,21933,1.0
12076,21609,1.0
11911,21769,1.0
19669,21871,1.0
19216,21888,1.0
10008,21609,1.0
16327,21630,1.0
11620,21806,1.0
20358,21940,1.0
11640,21625,1.0
11173,21899,1.0
20730,21848,1.0
13006,21727,1.0
14183,21713,1.0
12405,21891,1.0
21440,21666,1.0
12979,21609,1.0
10528,21899,1.0
17262,21835,1.0
21283,21899,1.0
18770,21753,1.0
8475,21841,1.0
10293,21688,1.0
10856,21913,1.0
15639,21635,1.0
12993,21933,1.0
19256,21933,1.0
18590,21757,1.0
7019,21752,1.0
16837,21764,1.0
9685,21786,1.0
14465,21835,1.0
15043,21886,1.0
17869,21635,1.0
7450,21862,1.0
8381,21601,1.0
10175,21933,1.0
19350,21682,1.0
20348,21820,1.0
9209,21635,1.0
8641,21635,1.0
9705,21758,1.0
13473,21678,1.0
14484,21753,1.0
15875,21907,1.0
10743,21727,1.0
17045,21640,1.0
10548,21783,1.0
10442,21898,1.0
14685,21727,1.0
19472,21786,1.0
14575,21778,1.0
11089,21666,1.0
13278,21678,1.0
16701,21635,1.0
11378,21899,1.0
21013,21727,1.0
20055,21713,1.0
14863,21798,1.0
8045,21678,1.0
8571,21720,1.0
14839,21645,1.0
9674,21688,1.0
9549,21923,1.0
9483,21892,1.0
20650,21720,1.0
20095,21727,1.0
12080,21879,1.0
21222,21733,1.0
12866,21769,1.0
10116,21688,1.0
17776,21862,1.0
8963,21911,1.0
15754,21842,1.0
16097,21635,1.0
11941,21630,1.0
13597,21678,1.0
9293,21748,1.0
10959,21888,1.0
20384,21770,1.0
12996,21862,1.0
21344,21613,1.0
12042,21739,1.0
11464,21842,1.0
11548,21635,1.0
18363,21739,1.0
11084,21730,1.0
18010,21668,1.0
12642,21730,1.0
17471,21944,1.0
7514,21944,1.0
17710,21714,1.0
7803,21609,1.0
9431,21858,1.0
12650,21720,1.0
19890,21720,1.0
15690,21805,1.0
11441,21857,1.0
15448,21776,1.0
19072,21720,1.0
20166,21871,1.0
17161,21787,1.0
8337,21680,1.0
12475,21835,1.0
15426,21842,1.0
10795,21688,1.0
8923,21764,1.0
17831,21710,1.0
20136,21688,1.0
18781,21635,1.0
18790,21885,1.0
11051,21739,1.0
20371,21907,1.0
12112,21762,1.0
9728,21688,1.0
16595,21884,1.0
15122,21886,1.0
21215,21914,1.0
21204,21635,1.0
19397,21635,1.0
20814,21771,1.0
7546,21635,1.0
13804,21609,1.0
13561,21914,1.0
16857,21710,1.0
14836,21609,1.0
20932,21791,1.0
18914,21836,1.0
9520,21630,1.0
16693,21620,1.0
7594,21609,1.0
16918,21783,1.0
10126,21783,1.0
11933,21797,1.0
11595,21862,1.0
11514,21944,1.0
10443,21630,1.0
14782,21688,1.0
15103,21774,1.0
12435,21681,1.0
11251,21892,1.0
21404,21891,1.0
18152,21739,1.0
11736,21688,1.0
16805,21681,1.0
19263,21825,1.0
11393,21857,1.0
17270,21872,1.0
12422,21688,1.0
11326,21862,1.0
15541,21614,1.0
8311,21688,1.0
15180,21627,1.0
19234,21609,1.0
9380,21934,1.0
14830,21797,1.0
15303,21914,1.0
12985,21730,1.0
7814,21842,1.0
16647,21688,1.0
14202,21833,1.0
11721,21918,1.0
17356,21609,1.0
18957,21879,1.0
8079,21782,1.0
10146,21933,1.0
20737,21678,1.0
10698,21840,1.0
7422,21792,1.0
16532,21652,1.0
11957,21609,1.0
8971,21898,1.0
16087,21862,1.0
15680,21898,1.0
10577,21666,1.0
16342,21645,1.0
21047,21934,1.0
12537,21748,1.0
8644,21765,1.0
11461,21659,1.0
12792,21783,1.0
10700,21753,1.0
15678,21680,1.0
16150,21887,1.0
17922,21891,1.0
18459,21630,1.0
9305,21629,1.0
19579,21753,1.0
21169,21758,1.0
17503,21879,1.0
8704,21890,1.0
18635,21899,1.0
18219,21739,1.0
11848,21896,1.0
16142,21815,1.0
20198,21705,1.0
10160,21609,1.0
11426,21710,1.0
15929,21934,1.0
15864,21609,1.0
13761,21886,1.0
7570,21783,1.0
12480,21892,1.0
14463,21825,1.0
8361,21763,1.0
16007,21753,1.0
8197,21645,1.0
16606,21820,1.0
17982,21753,1.0
10229,21753,1.0
21170,21783,1.0
10410,21820,1.0
13040,21688,1.0
15388,21666,1.0
11717,21763,1.0
13926,21815,1.0
9359,21928,1.0
13764,21752,1.0
12161,21859,1.0
9530,21815,1.0
7302,21928,1.0
11137,21879,1.0
12725,21763,1.0
14346,21630,1.0
8056,21635,1.0
19956,21892,1.0
9803,21635,1.0
7230,21718,1.0
14933,21667,1.0
13534,21753,1.0
11158,21934,1.0
13906,21609,1.0
7339,21888,1.0
18488,21899,1.0
13675,21641,1.0
15016,21783,1.0
7198,21615,1.0
7538,21721,1.0
18069,21659,1.0
18123,21641,1.0
10432,21914,1.0
20982,21609,1.0
13520,21623,1.0
9303,21733,1.0
15278,21695,1.0
20167,21757,1.0
17462,21635,1.0
16806,21896,1.0
14691,21783,1.0
14995,21666,1.0
6976,21678,1.0
11117,21843,1.0
13655,21666,1.0
16402,21620,1.0
15021,21688,1.0
9200,21733,1.0
10545,21891,1.0
14337,21630,1.0
8264,21666,1.0
20096,21638,1.0
16110,21630,1.0
14094,21710,1.0
8454,21934,1.0
21441,21620,1.0
7584,21620,1.0
18532,21933,1.0
9681,21933,1.0
11917,21713,1.0
18057,21933,1.0
15171,21933,1.0
17681,21666,1.0
14026,21748,1.0
13784,21666,1.0
19074,21733,1.0
18167,21783,1.0
14538,21630,1.0
8378,21630,1.0
9564,21666,1.0
16018,21896,1.0
20974,21913,1.0
19236,21630,1.0
14578,21713,1.0
20152,21783,1.0
11693,21783,1.0
9109,21748,1.0
17172,21666,1.0
13359,21666,1.0
14426,21753,1.0
16119,21784,1.0
9516,21767,1.0
10248,21896,1.0
15865,21815,1.0
7246,21609,1.0
15002,21797,1.0
8726,21638,1.0
20063,21886,1.0
21435,21711,1.0
8023,21817,1.0
13677,21630,1.0
8404,21869,1.0
10348,21869,1.0
17107,21892,1.0
14009,21913,1.0
16132,21705,1.0
12869,21666,1.0
17346,21862,1.0
12152,21678,1.0
8792,21890,1.0
14405,21842,1.0
9841,21733,1.0
12690,21710,1.0
11455,21757,1.0
20045,21635,1.0
7626,21871,1.0
14809,21763,1.0
12796,21771,1.0
14979,21783,1.0
12214,21779,1.0
18016,21674,1.0
10150,21678,1.0
16731,21739,1.0
18511,21710,1.0
18899,21710,1.0
19327,21674,1.0
15635,21666,1.0
11488,21913,1.0
17621,21601,1.0
12777,21635,1.0
16075,21890,1.0
11044,21774,1.0
16953,21739,1.0
9748,21921,1.0
13111,21836,1.0
9515,21670,1.0
14441,21703,1.0
15007,21733,1.0
11170,21823,1.0
12404,21739,1.0
14510,21888,1.0
9888,21786,1.0
17580,21803,1.0
7023,21817,1.0
15673,21666,1.0
14396,21820,1.0
18782,21934,1.0
7703,21771,1.0
11714,21815,1.0
10411,21892,1.0
14300,21630,1.0
11445,21688,1.0
18859,21688,1.0
14829,21635,1.0
21369,21615,1.0
14622,21688,1.0
12980,21642,1.0
8271,21740,1.0
10358,21932,1.0
17513,21688,1.0
16113,21753,1.0
9370,21934,1.0
18767,21934,1.0
17659,21645,1.0
16372,21737,1.0
18467,21753,1.0
16088,21898,1.0
8602,21666,1.0
17583,21666,1.0
16562,21763,1.0
12165,21694,1.0
14410,21738,1.0
10768,21817,1.0
11196,21713,1.0
17750,21820,1.0
16023,21720,1.0
16136,21763,1.0
11144,21609,1.0
14310,21763,1.0
16340,21914,1.0
17302,21635,1.0
15871,21640,1.0
10276,21630,1.0
17163,21731,1.0
17476,21694,1.0
15185,21630,1.0
16396,21641,1.0
17892,21913,1.0
7456,21753,1.0
18654,21925,1.0
19595,21934,1.0
20219,21914,1.0
8214,21835,1.0
14154,21933,1.0
19130,21934,1.0
14198,21934,1.0
7421,21609,1.0
18473,21609,1.0
21459,21609,1.0
7289,21608,1.0
16165,21609,1.0
17400,21609,1.0
7547,21609,1.0
11025,21666,1.0
